T_ms,phase,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left
190968,dwelling,1.80,51.53,-148.22,1.88,0.00,0.00,2.36,458,2
191024,dwelling,1.71,51.47,-148.22,1.91,0.00,0.00,2.26,448,2
191079,dwelling,1.63,51.42,-148.21,1.54,0.00,0.00,2.16,438,2
191134,dwelling,1.57,51.39,-148.21,0.88,0.00,0.00,2.10,428,2
191187,dwelling,1.55,51.37,-148.20,0.32,0.00,0.00,2.07,418,2
191239,dwelling,1.54,51.37,-148.19,0.08,0.00,0.00,2.06,408,2
191293,dwelling,1.54,51.37,-148.19,-0.05,0.00,0.00,2.06,398,2
191348,dwelling,1.55,51.38,-148.18,-0.51,0.00,0.00,2.07,388,2
191402,dwelling,1.58,51.39,-148.18,-0.66,0.00,0.00,2.11,378,2
191456,dwelling,1.61,51.41,-148.17,-0.77,0.00,0.00,2.14,368,2
191509,dwelling,1.64,51.44,-148.16,-0.75,0.00,0.00,2.18,358,2
191563,dwelling,1.68,51.46,-148.16,-0.72,0.00,0.00,2.22,348,2
191616,dwelling,1.71,51.47,-148.15,-0.47,0.00,0.00,2.26,338,2
191669,dwelling,1.72,51.48,-148.15,-0.12,0.00,0.00,2.27,328,2
191721,dwelling,1.72,51.48,-148.14,0.02,0.00,0.00,2.27,318,2
191775,dwelling,1.71,51.48,-148.13,0.34,0.00,0.00,2.26,308,2
191827,dwelling,1.69,51.47,-148.13,0.53,0.00,0.00,2.24,298,2
191880,dwelling,1.67,51.45,-148.12,0.55,0.00,0.00,2.21,288,2
191932,dwelling,1.64,51.43,-148.12,0.60,0.00,0.00,2.18,278,2
191986,dwelling,1.62,51.42,-148.11,0.37,0.00,0.00,2.15,268,2
192038,dwelling,1.61,51.41,-148.10,0.23,0.00,0.00,2.14,258,2
192090,dwelling,1.60,51.41,-148.10,0.22,0.00,0.00,2.13,248,2
192142,dwelling,1.60,51.40,-148.09,-0.12,0.00,0.00,2.13,238,2
192197,dwelling,1.61,51.41,-148.09,-0.27,0.00,0.00,2.14,228,2
192248,dwelling,1.62,51.42,-148.08,-0.21,0.00,0.00,2.15,218,2
192301,dwelling,1.63,51.43,-148.08,-0.42,0.00,0.00,2.17,208,2
192353,dwelling,1.65,51.44,-148.07,-0.42,0.00,0.00,2.19,198,2
192405,dwelling,1.67,51.45,-148.06,-0.23,0.00,0.00,2.21,188,2
192458,dwelling,1.67,51.45,-148.06,-0.02,0.00,0.00,2.21,178,2
192510,dwelling,1.67,51.45,-148.05,0.14,0.00,0.00,2.21,168,2
192563,dwelling,1.66,51.44,-148.05,0.27,0.00,0.00,2.20,158,2
192615,dwelling,1.65,51.44,-148.04,0.21,0.00,0.00,2.19,148,2
192668,dwelling,1.63,51.43,-148.03,0.34,0.00,0.00,2.17,138,2
192720,dwelling,1.62,51.42,-148.03,0.24,0.00,0.00,2.15,128,2
192771,dwelling,1.62,51.42,-148.02,0.07,0.00,0.00,2.15,118,2
192824,dwelling,1.61,51.42,-148.02,0.01,0.00,0.00,2.15,108,2
192876,dwelling,1.61,51.42,-148.01,-0.02,0.00,0.00,2.15,98,2
192928,dwelling,1.62,51.42,-148.00,-0.29,0.00,0.00,2.15,88,2
192981,dwelling,1.63,51.43,-148.00,-0.19,0.00,0.00,2.17,78,2
193033,dwelling,1.64,51.43,-147.99,-0.10,0.00,0.00,2.17,68,2
193085,dwelling,1.65,51.44,-147.99,-0.28,0.00,0.00,2.19,58,2
193137,dwelling,1.66,51.44,-147.98,-0.12,0.00,0.00,2.20,48,2
193190,dwelling,1.66,51.44,-147.98,0.06,0.00,0.00,2.20,38,2
193241,dwelling,1.65,51.44,-147.97,0.15,0.00,0.00,2.19,28,2
193293,dwelling,1.64,51.44,-147.96,0.17,0.00,0.00,2.18,18,2
193346,dwelling,1.64,51.43,-147.96,0.11,0.00,0.00,2.18,8,2
193398,cruise,1.63,51.43,-147.95,0.12,0.02,0.07,51.45,0,1
193451,cruise,1.63,51.43,-147.93,-0.01,0.23,0.86,51.45,0,1
193504,cruise,1.64,51.43,-147.86,-0.30,0.44,1.66,51.46,0,1
193557,cruise,1.65,51.44,-147.76,-0.22,0.65,2.45,51.47,0,1
193609,cruise,1.65,51.44,-147.62,0.04,0.86,3.24,51.47,0,1
193662,cruise,1.65,51.44,-147.43,0.02,1.00,4.03,51.47,0,1
193715,cruise,1.64,51.43,-147.21,0.46,1.00,4.72,51.46,0,1
193768,cruise,1.62,51.42,-146.96,0.59,1.00,4.71,51.44,0,1
193821,cruise,1.59,51.40,-146.72,0.62,1.00,4.70,51.43,0,1
193874,cruise,1.57,51.38,-146.47,0.56,1.00,4.68,51.41,0,1
193927,cruise,1.54,51.37,-146.23,0.54,1.00,4.67,51.39,0,1
193979,cruise,1.52,51.35,-145.99,0.72,1.00,4.66,51.37,0,1
194032,cruise,1.48,51.33,-145.75,0.71,1.00,4.65,51.35,0,1
194085,cruise,1.45,51.31,-145.51,0.68,1.00,4.64,51.33,0,1
194138,cruise,1.42,51.28,-145.27,1.06,1.00,4.47,51.30,0,1
194191,cruise,1.37,51.25,-145.04,0.91,1.00,4.48,51.27,0,1
194244,cruise,1.33,51.22,-144.80,1.13,1.00,4.49,51.24,0,1
194296,cruise,1.28,51.19,-144.57,1.01,1.00,4.50,51.20,0,1
194349,cruise,1.24,51.16,-144.34,1.04,1.00,4.51,51.17,0,1
194402,cruise,1.19,51.12,-144.10,1.23,1.00,4.52,51.13,0,1
194455,cruise,1.14,51.08,-143.87,1.01,1.00,4.54,51.10,0,1
194508,cruise,1.10,51.06,-143.63,0.87,1.00,4.54,51.07,0,1
194561,cruise,1.07,51.03,-143.39,0.85,1.00,4.54,51.04,0,1
194614,cruise,1.03,51.00,-143.16,0.89,1.00,4.54,51.01,0,1
194666,cruise,1.00,50.98,-142.92,0.51,1.00,4.54,50.99,0,1
194719,cruise,0.98,50.96,-142.69,0.57,1.00,4.52,50.97,0,1
194772,cruise,0.95,50.94,-142.45,0.76,1.00,4.51,50.95,0,1
194825,cruise,0.91,50.92,-142.22,0.82,1.00,4.52,50.92,0,1
194877,cruise,0.88,50.89,-141.99,0.92,1.00,4.52,50.90,0,1
194930,cruise,0.84,50.86,-141.75,0.95,1.00,4.52,50.87,0,1
194983,cruise,0.79,50.82,-141.51,1.23,1.00,4.54,50.83,0,1
195036,cruise,0.74,50.78,-141.28,1.34,1.00,4.56,50.78,0,1
195089,cruise,0.69,50.73,-141.04,1.38,1.00,4.59,50.74,0,1
195142,cruise,0.62,50.69,-140.80,1.52,1.00,4.62,50.69,0,1
195195,cruise,0.56,50.64,-140.56,1.43,1.00,4.66,50.64,0,1
195248,cruise,0.51,50.59,-140.32,1.45,1.00,4.69,50.59,0,1
195300,cruise,0.45,50.54,-140.08,1.34,1.00,4.72,50.54,0,1
195353,cruise,0.40,50.50,-139.83,1.32,1.00,4.75,50.50,0,1
195406,cruise,0.34,50.45,-139.58,1.51,1.00,4.78,50.45,0,1
195459,cruise,0.28,50.40,-139.34,1.30,1.00,4.69,50.40,0,1
195512,cruise,0.24,50.36,-139.10,1.10,1.00,4.53,50.36,0,1
195564,cruise,0.19,50.32,-138.87,1.25,1.00,4.54,50.32,0,1
195618,cruise,0.14,50.28,-138.63,1.07,1.00,4.56,50.28,0,1
195670,cruise,0.11,50.24,-138.39,0.88,1.00,4.56,50.25,0,1
195723,cruise,0.08,50.22,-138.15,0.68,1.00,4.56,50.22,0,1
195776,cruise,0.05,50.19,-137.92,0.66,1.00,4.56,50.19,0,1
195828,cruise,0.03,50.17,-137.68,0.50,1.00,4.54,50.17,0,1
195881,cruise,0.01,50.15,-137.45,0.55,1.00,4.53,50.15,0,1
195934,cruise,-0.02,50.13,-137.21,0.63,1.00,4.52,50.13,0,1
195988,cruise,-0.04,50.11,-136.97,0.54,1.00,4.50,50.11,0,1
196040,cruise,-0.06,50.09,-136.74,0.54,1.00,4.49,50.09,0,1
196094,cruise,-0.08,50.07,-136.51,0.50,1.00,4.48,50.07,0,1
196147,cruise,-0.10,50.06,-136.27,0.52,1.00,4.46,50.06,0,1
196199,cruise,-0.12,50.03,-136.04,0.62,1.00,4.45,50.03,0,1
196252,cruise,-0.15,50.01,-135.81,0.65,1.00,4.44,50.01,0,1
196305,cruise,-0.17,49.98,-135.58,0.87,1.00,4.44,49.98,0,1
196358,cruise,-0.21,49.94,-135.35,1.14,1.00,4.45,49.94,0,1
196410,cruise,-0.25,49.91,-135.12,0.99,1.00,4.46,49.91,0,1
196463,cruise,-0.29,49.87,-134.89,0.84,1.00,4.46,49.87,0,1
196517,cruise,-0.32,49.84,-134.65,0.67,1.00,4.46,49.84,0,1
196570,cruise,-0.33,49.83,-134.42,0.17,1.00,4.44,49.83,0,1
196628,cruise,-0.33,49.82,-134.17,0.02,1.00,4.40,49.83,0,1
196736,cruise,-0.34,49.82,-133.71,0.12,1.00,4.32,49.82,0,1
196801,cruise,-0.35,49.81,-133.43,0.23,1.00,4.28,49.81,0,1
196854,cruise,-0.36,49.80,-133.21,0.35,1.00,4.25,49.80,0,1
196907,cruise,-0.37,49.78,-132.99,0.40,1.00,4.23,49.79,0,1
196960,cruise,-0.38,49.77,-132.76,0.32,1.00,4.21,49.77,0,1
197013,cruise,-0.40,49.76,-132.55,0.49,1.00,4.19,49.76,0,1
197066,cruise,-0.42,49.74,-132.33,0.58,1.00,4.17,49.74,0,1
197118,cruise,-0.44,49.71,-132.11,0.70,1.00,4.16,49.71,0,1
197171,cruise,-0.46,49.68,-131.90,0.64,1.00,4.16,49.69,0,1
197230,cruise,-0.49,49.65,-131.66,0.83,1.00,4.15,49.66,0,1
197285,cruise,-0.53,49.61,-131.43,0.97,1.00,4.16,49.62,0,1
197338,cruise,-0.56,49.58,-131.21,0.94,1.00,4.16,49.58,0,1
197391,cruise,-0.59,49.54,-131.00,0.95,1.00,4.17,49.54,0,1
197444,cruise,-0.63,49.50,-130.78,1.02,1.00,4.18,49.50,0,1
197500,cruise,-0.66,49.46,-130.55,0.94,1.00,4.18,49.46,0,1
197553,cruise,-0.69,49.42,-130.33,0.81,1.00,4.19,49.43,0,1
197607,cruise,-0.72,49.38,-130.10,0.99,1.00,4.19,49.39,0,1
197661,cruise,-0.76,49.35,-129.88,0.86,1.00,4.20,49.35,0,1
197719,cruise,-0.78,49.31,-129.64,0.72,1.00,4.03,49.32,0,1
197772,cruise,-0.81,49.28,-129.44,0.67,1.00,3.88,49.29,0,1
197827,cruise,-0.83,49.25,-129.22,0.77,1.00,3.88,49.26,0,1
197880,cruise,-0.85,49.23,-129.02,0.32,1.00,3.87,49.24,0,1
197934,cruise,-0.86,49.22,-128.81,0.13,1.00,3.84,49.23,0,1
197988,cruise,-0.87,49.21,-128.61,0.33,1.00,3.82,49.22,0,1
198041,cruise,-0.88,49.19,-128.41,0.45,1.00,3.80,49.20,0,1
198094,cruise,-0.89,49.18,-128.21,0.26,1.00,3.78,49.19,0,1
198149,cruise,-0.90,49.17,-128.01,0.49,1.00,3.76,49.17,0,1
198202,cruise,-0.92,49.14,-127.81,0.57,1.00,3.75,49.15,0,1
198255,cruise,-0.94,49.12,-127.62,0.60,1.00,3.74,49.13,0,1
198310,cruise,-0.96,49.09,-127.41,0.65,1.00,3.73,49.10,0,1
198365,cruise,-0.98,49.06,-127.21,0.70,1.00,3.72,49.07,0,1
198418,cruise,-1.01,49.03,-127.02,0.92,1.00,3.72,49.04,0,1
198471,cruise,-1.04,48.99,-126.82,0.90,1.00,3.72,49.00,0,1
198524,cruise,-1.07,48.95,-126.63,0.97,1.00,3.73,48.96,0,1
198577,cruise,-1.10,48.90,-126.43,1.11,1.00,3.74,48.91,0,1
198629,cruise,-1.13,48.87,-126.24,0.71,1.00,3.74,48.88,0,1
198682,cruise,-1.15,48.84,-126.04,0.75,1.00,3.73,48.85,0,1
198735,cruise,-1.18,48.80,-125.85,0.81,1.00,3.73,48.81,0,1
198787,cruise,-1.20,48.77,-125.65,0.66,1.00,3.73,48.79,0,1
198841,cruise,-1.22,48.74,-125.46,0.65,1.00,3.72,48.76,0,1
198894,cruise,-1.24,48.71,-125.26,0.80,1.00,3.72,48.73,0,1
198946,cruise,-1.26,48.68,-125.07,0.73,1.00,3.71,48.70,0,1
198999,cruise,-1.28,48.65,-124.88,0.82,1.00,3.71,48.66,0,1
199052,cruise,-1.31,48.61,-124.68,1.01,1.00,3.71,48.62,0,1
199105,cruise,-1.34,48.57,-124.49,0.84,1.00,3.72,48.58,0,1
199158,cruise,-1.36,48.53,-124.29,0.84,1.00,3.72,48.55,0,1
199211,cruise,-1.39,48.49,-124.10,0.82,1.00,3.72,48.51,0,1
199263,cruise,-1.41,48.46,-123.91,0.66,1.00,3.71,48.48,0,1
199316,cruise,-1.43,48.44,-123.71,0.56,1.00,3.70,48.46,0,1
199369,cruise,-1.44,48.41,-123.52,0.54,1.00,3.69,48.43,0,1
199422,cruise,-1.46,48.39,-123.33,0.44,1.00,3.67,48.41,0,1
199474,cruise,-1.47,48.37,-123.14,0.64,1.00,3.66,48.39,0,1
199528,cruise,-1.50,48.33,-122.94,0.91,1.00,3.66,48.36,0,1
199581,cruise,-1.52,48.29,-122.75,0.98,1.00,3.66,48.32,0,1
199633,cruise,-1.55,48.24,-122.56,1.06,1.00,3.67,48.27,0,1
199686,cruise,-1.59,48.19,-122.37,1.30,1.00,3.69,48.22,0,1
199739,cruise,-1.62,48.14,-122.18,1.21,1.00,3.71,48.16,0,1
199791,cruise,-1.65,48.08,-121.98,1.27,1.00,3.72,48.11,0,1
199843,cruise,-1.69,48.03,-121.79,1.17,1.00,3.74,48.06,0,1
199897,cruise,-1.72,47.98,-121.60,1.09,1.00,3.43,48.01,0,1
199950,cruise,-1.75,47.93,-121.42,1.07,1.00,3.44,47.96,0,1
200003,cruise,-1.79,47.87,-121.24,1.34,1.00,3.45,47.90,0,1
200056,cruise,-1.82,47.81,-121.06,1.20,1.00,3.47,47.85,0,1
200109,cruise,-1.85,47.76,-120.88,1.11,1.00,3.48,47.80,0,1
200161,cruise,-1.88,47.71,-120.70,1.16,1.00,3.49,47.75,0,1
200214,cruise,-1.91,47.66,-120.52,1.07,1.00,3.50,47.70,0,1
200267,cruise,-1.94,47.61,-120.33,1.00,1.00,3.51,47.65,0,1
200319,cruise,-1.97,47.56,-120.15,1.18,1.00,3.52,47.60,0,1
200372,cruise,-2.00,47.51,-119.97,1.07,1.00,3.53,47.56,0,1
200425,cruise,-2.02,47.47,-119.78,0.95,1.00,3.54,47.51,0,1
200478,cruise,-2.05,47.42,-119.59,1.16,1.00,3.55,47.46,0,1
200531,cruise,-2.08,47.36,-119.41,1.36,1.00,3.56,47.41,0,1
200584,cruise,-2.12,47.29,-119.22,1.37,1.00,3.59,47.34,0,1
200636,cruise,-2.15,47.24,-119.04,1.02,1.00,3.60,47.29,0,1
200689,cruise,-2.18,47.19,-118.85,0.98,1.00,3.61,47.24,0,1
200742,cruise,-2.20,47.15,-118.66,0.87,1.00,3.61,47.20,0,1
200795,cruise,-2.22,47.11,-118.47,0.85,1.00,3.61,47.16,0,1
200847,cruise,-2.24,47.07,-118.28,0.75,1.00,3.61,47.13,0,1
200900,cruise,-2.26,47.05,-118.09,0.36,1.00,3.60,47.10,0,1
200953,cruise,-2.26,47.04,-117.90,0.22,1.00,3.58,47.09,0,1
201006,cruise,-2.27,47.02,-117.72,0.41,1.00,3.55,47.08,0,1
201059,cruise,-2.28,47.00,-117.53,0.43,1.00,3.54,47.06,0,1
201112,cruise,-2.29,46.98,-117.35,0.31,1.00,3.52,47.04,0,1
201164,cruise,-2.30,46.97,-117.16,0.48,1.00,3.50,47.02,0,1
201217,cruise,-2.31,46.94,-116.98,0.55,1.00,3.49,47.00,0,1
201270,cruise,-2.33,46.91,-116.80,0.68,1.00,3.48,46.97,0,1
201323,cruise,-2.34,46.88,-116.62,0.67,1.00,3.47,46.94,0,1
201375,cruise,-2.36,46.85,-116.44,0.75,1.00,3.47,46.91,0,1
201428,cruise,-2.38,46.81,-116.26,0.87,1.00,3.46,46.87,0,1
201481,cruise,-2.40,46.77,-116.07,0.77,1.00,3.46,46.83,0,1
201534,cruise,-2.41,46.73,-115.89,0.74,1.00,3.46,46.80,0,1
201587,cruise,-2.43,46.69,-115.71,1.03,1.00,3.46,46.76,0,1
201640,cruise,-2.46,46.64,-115.53,1.02,1.00,3.47,46.71,0,1
201693,cruise,-2.48,46.60,-115.35,0.77,1.00,3.47,46.67,0,1
201745,cruise,-2.50,46.56,-115.17,0.98,1.00,3.10,46.63,0,1
201798,cruise,-2.52,46.52,-115.01,0.71,1.00,3.10,46.59,0,1
201851,cruise,-2.53,46.49,-114.85,0.54,1.00,3.09,46.56,0,1
201904,cruise,-2.55,46.46,-114.69,0.85,1.00,3.09,46.53,0,1
201957,cruise,-2.56,46.42,-114.52,0.69,1.00,3.09,46.49,0,1
202011,cruise,-2.58,46.39,-114.36,0.64,1.00,3.08,46.46,0,1
202063,cruise,-2.59,46.36,-114.20,0.73,1.00,3.07,46.43,0,1
202116,cruise,-2.61,46.32,-114.04,0.68,1.00,3.07,46.39,0,1
202169,cruise,-2.62,46.29,-113.87,0.56,1.00,3.06,46.37,0,1
202222,cruise,-2.63,46.26,-113.71,0.72,1.00,3.06,46.34,0,1
202275,cruise,-2.65,46.22,-113.55,0.86,1.00,3.05,46.30,0,1
202328,cruise,-2.67,46.18,-113.39,0.72,1.00,3.05,46.26,0,1
202381,cruise,-2.68,46.15,-113.23,0.75,1.00,3.05,46.22,0,1
202433,cruise,-2.70,46.11,-113.07,0.79,1.00,3.05,46.19,0,1
202487,cruise,-2.72,46.07,-112.91,0.73,1.00,3.05,46.15,0,1
202539,cruise,-2.73,46.04,-112.75,0.83,1.00,3.04,46.12,0,1
202592,cruise,-2.75,46.00,-112.59,0.75,1.00,3.04,46.08,0,1
202645,cruise,-2.76,45.96,-112.43,0.68,1.00,3.04,46.04,0,1
202698,cruise,-2.78,45.92,-112.27,0.92,1.00,3.04,46.01,0,1
202750,cruise,-2.80,45.87,-112.11,1.17,1.00,3.04,45.96,0,1
202803,cruise,-2.82,45.81,-111.95,1.12,1.00,3.06,45.90,0,1
202856,cruise,-2.84,45.76,-111.79,1.16,1.00,3.07,45.85,0,1
202909,cruise,-2.87,45.70,-111.63,1.42,1.00,3.08,45.79,0,1
202961,cruise,-2.90,45.62,-111.47,1.56,1.00,3.10,45.71,0,1
203015,cruise,-2.93,45.55,-111.30,1.51,1.00,3.13,45.64,0,1
203067,cruise,-2.96,45.47,-111.14,1.56,1.00,3.16,45.57,0,1
203120,cruise,-2.99,45.39,-110.97,1.53,1.00,3.18,45.49,0,1
203173,cruise,-3.01,45.32,-110.80,1.26,1.00,3.21,45.42,0,1
203226,cruise,-3.04,45.26,-110.64,1.31,1.00,3.22,45.36,0,1
203278,cruise,-3.06,45.20,-110.47,1.26,1.00,3.24,45.30,0,1
203331,cruise,-3.08,45.14,-110.30,1.03,1.00,3.26,45.24,0,1
203387,cruise,-3.10,45.09,-110.11,0.91,1.00,3.26,45.19,0,1
203444,cruise,-3.12,45.04,-109.93,0.89,1.00,3.26,45.15,0,1
203497,cruise,-3.13,45.00,-109.76,0.88,1.00,2.84,45.11,0,1
203550,cruise,-3.15,44.96,-109.61,0.70,1.00,2.84,45.07,0,1
203603,cruise,-3.16,44.93,-109.46,0.65,1.00,2.84,45.04,0,1
203657,cruise,-3.17,44.89,-109.31,0.58,1.00,2.83,45.00,0,1
203711,cruise,-3.18,44.86,-109.16,0.73,1.00,2.82,44.97,0,1
203764,cruise,-3.19,44.83,-109.01,0.54,1.00,2.82,44.94,0,1
203817,cruise,-3.20,44.80,-108.86,0.62,1.00,2.81,44.92,0,1
203873,cruise,-3.22,44.77,-108.70,0.73,1.00,2.80,44.88,0,1
203927,cruise,-3.23,44.73,-108.55,0.72,1.00,2.80,44.84,0,1
203979,cruise,-3.24,44.69,-108.41,0.71,1.00,2.79,44.81,0,1
204032,cruise,-3.25,44.65,-108.26,0.85,1.00,2.79,44.77,0,1
204088,cruise,-3.27,44.60,-108.10,0.97,1.00,2.80,44.72,0,1
204141,cruise,-3.28,44.56,-107.95,0.92,1.00,2.80,44.68,0,1
204193,cruise,-3.30,44.51,-107.81,0.86,1.00,2.80,44.63,0,1
204247,cruise,-3.31,44.47,-107.66,0.89,1.00,2.80,44.59,0,1
204302,cruise,-3.33,44.42,-107.50,1.00,1.00,2.80,44.54,0,1
204355,cruise,-3.34,44.37,-107.36,0.90,1.00,2.81,44.49,0,1
204408,cruise,-3.36,44.32,-107.21,1.06,1.00,2.81,44.45,0,1
204462,cruise,-3.38,44.26,-107.06,1.08,1.00,2.82,44.39,0,1
204519,cruise,-3.39,44.21,-106.89,1.14,1.00,2.83,44.34,0,1
204572,cruise,-3.41,44.14,-106.74,1.20,1.00,2.84,44.28,0,1
204625,cruise,-3.43,44.08,-106.59,1.28,1.00,2.86,44.21,0,1
204678,cruise,-3.45,44.02,-106.44,1.36,1.00,2.87,44.15,0,1
204733,cruise,-3.47,43.95,-106.28,1.33,1.00,2.89,44.08,0,1
204893,cruise,-3.53,43.74,-105.83,1.64,1.00,2.95,43.88,0,1
204999,cruise,-3.59,43.53,-105.51,1.99,1.00,3.03,43.68,0,1
205059,cruise,-3.62,43.43,-105.32,1.37,1.00,3.07,43.58,0,1
205112,cruise,-3.64,43.35,-105.16,1.77,1.00,3.09,43.51,0,1
205167,cruise,-3.66,43.26,-105.01,1.83,1.00,2.65,43.41,0,1
205220,cruise,-3.69,43.17,-104.87,1.40,1.00,2.68,43.33,0,1
205273,cruise,-3.71,43.10,-104.73,1.46,1.00,2.69,43.26,0,1
205326,cruise,-3.73,43.02,-104.58,1.61,1.00,2.71,43.18,0,1
205379,cruise,-3.75,42.94,-104.44,1.44,1.00,2.73,43.11,0,1
205431,cruise,-3.76,42.87,-104.30,1.38,1.00,2.75,43.04,0,1
205485,cruise,-3.78,42.80,-104.15,1.41,1.00,2.76,42.97,0,1
205537,cruise,-3.80,42.73,-104.00,1.30,1.00,2.78,42.90,0,1
205589,cruise,-3.81,42.67,-103.86,1.07,1.00,2.79,42.85,0,1
205642,cruise,-3.83,42.62,-103.71,0.98,1.00,2.80,42.79,0,1
205695,cruise,-3.84,42.57,-103.56,1.12,1.00,2.80,42.74,0,1
205748,cruise,-3.85,42.52,-103.41,0.83,1.00,2.81,42.69,0,1
205801,cruise,-3.86,42.48,-103.27,0.77,1.00,2.80,42.65,0,1
205853,cruise,-3.87,42.43,-103.12,1.01,1.00,2.81,42.61,0,1
205906,cruise,-3.88,42.39,-102.97,0.81,1.00,2.81,42.56,0,1
205959,cruise,-3.89,42.35,-102.82,0.62,1.00,2.80,42.53,0,1
206013,cruise,-3.90,42.32,-102.67,0.70,1.00,2.80,42.49,0,1
206065,cruise,-3.91,42.28,-102.53,0.58,1.00,2.79,42.46,0,1
206117,cruise,-3.91,42.25,-102.38,0.66,1.00,2.78,42.43,0,1
206171,cruise,-3.92,42.22,-102.23,0.64,1.00,2.78,42.40,0,1
206223,cruise,-3.93,42.18,-102.09,0.77,1.00,2.77,42.36,0,1
206276,cruise,-3.94,42.15,-101.94,0.64,1.00,2.77,42.33,0,1
206329,cruise,-3.94,42.11,-101.79,0.81,1.00,2.76,42.29,0,1
206382,cruise,-3.95,42.06,-101.65,1.02,1.00,2.77,42.25,0,1
206434,cruise,-3.97,42.01,-101.50,1.04,1.00,2.77,42.19,0,1
206487,cruise,-3.98,41.95,-101.36,1.09,1.00,2.78,42.14,0,1
206540,cruise,-3.99,41.89,-101.21,1.22,1.00,2.79,42.08,0,1
206592,cruise,-4.00,41.83,-101.06,1.23,1.00,2.81,42.02,0,1
206645,cruise,-4.01,41.77,-100.92,1.10,1.00,2.82,41.96,0,1
206698,cruise,-4.03,41.70,-100.77,1.29,1.00,2.83,41.90,0,1
206750,cruise,-4.04,41.64,-100.62,1.29,1.00,2.85,41.83,0,1
206803,cruise,-4.05,41.58,-100.47,1.14,1.00,2.61,41.77,0,1
206856,cruise,-4.06,41.51,-100.34,1.35,1.00,2.36,41.71,0,1
206909,cruise,-4.07,41.44,-100.21,1.33,1.00,2.38,41.64,0,1
206961,cruise,-4.09,41.37,-100.09,1.24,1.00,2.39,41.57,0,1
207015,cruise,-4.10,41.30,-99.96,1.49,1.00,2.40,41.51,0,1
207067,cruise,-4.11,41.22,-99.83,1.71,1.00,2.42,41.43,0,1
207119,cruise,-4.13,41.13,-99.70,1.75,1.00,2.44,41.34,0,1
207172,cruise,-4.14,41.05,-99.57,1.69,1.00,2.46,41.26,0,1
207225,cruise,-4.16,40.96,-99.44,1.86,1.00,2.49,41.17,0,1
207278,cruise,-4.18,40.85,-99.31,2.22,1.00,2.52,41.06,0,1
207330,cruise,-4.19,40.74,-99.18,1.94,1.00,2.56,40.96,0,1
207383,cruise,-4.21,40.63,-99.04,2.21,1.00,2.60,40.85,0,1
207436,cruise,-4.23,40.51,-98.90,2.28,1.00,2.64,40.73,0,1
207489,cruise,-4.25,40.38,-98.76,2.71,1.00,2.69,40.60,0,1
207542,cruise,-4.27,40.24,-98.62,2.64,1.00,2.76,40.46,0,1
207595,cruise,-4.29,40.10,-98.47,2.72,1.00,2.82,40.33,0,1
207647,cruise,-4.31,39.96,-98.32,2.66,1.00,2.88,40.19,0,1
207700,cruise,-4.33,39.81,-98.17,2.93,1.00,2.96,40.05,0,1
207752,cruise,-4.36,39.66,-98.02,3.00,1.00,2.42,39.90,0,1
207805,cruise,-4.38,39.49,-97.89,3.44,1.00,2.49,39.73,0,1
207857,cruise,-4.40,39.32,-97.76,3.08,1.00,2.55,39.57,0,1
207910,cruise,-4.42,39.16,-97.62,2.95,1.00,2.61,39.41,0,1
207963,cruise,-4.44,39.01,-97.49,2.86,1.00,2.67,39.26,0,1
208016,cruise,-4.46,38.87,-97.34,2.46,1.00,2.73,39.13,0,1
208069,cruise,-4.48,38.76,-97.20,1.85,1.00,2.77,39.02,0,1
208122,cruise,-4.49,38.67,-97.05,1.46,1.00,2.80,38.93,0,1
208174,cruise,-4.50,38.60,-96.90,1.04,1.00,2.81,38.87,0,1
208227,cruise,-4.50,38.57,-96.75,0.37,1.00,2.81,38.83,0,1
208280,cruise,-4.50,38.57,-96.61,-0.33,1.00,2.78,38.83,0,1
208333,cruise,-4.50,38.60,-96.46,-0.90,1.00,2.73,38.86,0,1
208385,cruise,-4.49,38.66,-96.32,-1.21,1.00,2.67,38.92,0,1
208438,cruise,-4.48,38.74,-96.18,-1.64,1.00,2.60,39.00,0,1
208491,cruise,-4.47,38.83,-96.04,-1.80,1.00,2.52,39.08,0,1
208543,cruise,-4.46,38.92,-95.91,-1.85,1.00,2.45,39.18,0,1
208597,cruise,-4.45,39.03,-95.78,-1.93,1.00,2.37,39.28,0,1
208649,cruise,-4.44,39.11,-95.66,-1.45,1.00,2.30,39.36,0,1
208702,cruise,-4.44,39.18,-95.54,-1.00,1.00,2.25,39.43,0,1
208754,cruise,-4.43,39.22,-95.42,-0.51,1.00,2.21,39.47,0,1
208807,cruise,-4.43,39.23,-95.30,-0.10,1.00,2.18,39.48,0,1
208860,cruise,-4.43,39.23,-95.18,0.26,1.00,2.16,39.48,0,1
208913,cruise,-4.43,39.20,-95.07,0.67,1.00,2.16,39.45,0,1
208965,cruise,-4.44,39.16,-94.95,0.93,1.00,2.16,39.41,0,1
209018,cruise,-4.44,39.11,-94.84,0.98,1.00,2.16,39.36,0,1
209070,cruise,-4.45,39.06,-94.72,0.76,1.00,2.16,39.31,0,1
209123,cruise,-4.45,39.02,-94.61,0.62,1.00,2.16,39.28,0,1
209176,cruise,-4.45,39.00,-94.49,0.37,1.00,2.15,39.25,0,1
