T_ms,phase,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left
17788,cruise,38.79,-3.64,1.08,0.99,1.01,2.00,11.79,0,4
17841,cruise,38.84,-3.64,1.18,1.19,1.00,2.00,11.73,0,4
17893,cruise,38.92,-3.63,1.29,1.45,1.00,2.01,11.67,0,4
17946,cruise,38.99,-3.63,1.39,1.35,1.00,2.03,11.60,0,4
17999,cruise,39.06,-3.63,1.50,1.49,1.00,2.04,11.52,0,4
18051,cruise,39.15,-3.63,1.61,1.57,1.00,2.06,11.45,0,4
18104,cruise,39.23,-3.63,1.72,1.49,1.00,2.20,11.37,0,4
18157,cruise,39.31,-3.62,1.83,1.62,1.00,2.22,11.29,0,4
18250,cruise,39.45,-3.62,2.03,1.42,1.00,2.24,11.16,0,4
18333,cruise,39.56,-3.61,2.22,1.22,1.00,2.27,11.04,0,4
18386,cruise,39.64,-3.61,2.34,1.43,1.00,2.28,10.98,0,4
18438,cruise,39.70,-3.61,2.46,1.29,1.00,2.29,10.91,0,4
18491,cruise,39.77,-3.61,2.58,1.28,1.00,2.31,10.85,0,4
18543,cruise,39.84,-3.60,2.70,1.35,1.00,2.32,10.78,0,4
18596,cruise,39.91,-3.60,2.82,1.21,1.00,2.33,10.72,0,4
18648,cruise,39.97,-3.60,2.94,1.27,1.00,2.34,10.65,0,4
18702,cruise,40.04,-3.59,3.07,1.44,1.00,2.36,10.58,0,4
18754,cruise,40.13,-3.59,3.19,1.75,1.00,2.38,10.50,0,4
18806,cruise,40.22,-3.58,3.31,1.77,1.00,2.41,10.41,0,4
18859,cruise,40.30,-3.58,3.44,1.36,1.00,2.43,10.34,0,4
18911,cruise,40.36,-3.57,3.57,1.06,1.00,2.44,10.28,0,4
18963,cruise,40.42,-3.57,3.69,0.86,1.00,2.58,10.23,0,4
19016,cruise,40.46,-3.57,3.83,0.85,1.00,2.58,10.19,0,4
19069,cruise,40.50,-3.57,3.96,0.60,1.00,2.57,10.15,0,4
19121,cruise,40.53,-3.56,4.09,0.51,1.00,2.56,10.12,0,4
19173,cruise,40.55,-3.56,4.22,0.51,1.00,2.55,10.10,0,4
19226,cruise,40.58,-3.56,4.36,0.47,1.00,2.54,10.07,0,4
19279,cruise,40.59,-3.56,4.49,0.17,1.00,2.53,10.06,0,4
19331,cruise,40.60,-3.56,4.62,0.10,1.00,2.51,10.05,0,4
19384,cruise,40.61,-3.56,4.75,0.35,1.00,2.49,10.04,0,4
19437,cruise,40.63,-3.56,4.88,0.31,1.00,2.48,10.02,0,4
19489,cruise,40.64,-3.55,5.01,0.31,1.00,2.46,10.01,0,4
19542,cruise,40.66,-3.55,5.14,0.43,1.00,2.45,9.99,0,4
19594,cruise,40.69,-3.55,5.26,0.55,1.00,2.44,9.96,0,4
19647,cruise,40.72,-3.55,5.39,0.61,1.00,2.43,9.93,0,4
19699,cruise,40.75,-3.54,5.51,0.57,1.00,2.43,9.90,0,4
19752,cruise,40.78,-3.54,5.64,0.74,1.00,2.42,9.87,0,4
19804,cruise,40.83,-3.54,5.77,0.85,1.00,2.42,9.83,0,4
19856,cruise,40.88,-3.53,5.89,0.99,1.00,2.42,9.78,0,4
19909,cruise,40.93,-3.53,6.02,0.92,1.00,2.43,9.74,0,4
19961,cruise,40.97,-3.52,6.14,0.94,1.00,2.43,9.69,0,4
20014,cruise,41.03,-3.52,6.27,1.10,1.00,2.43,9.64,0,4
20066,cruise,41.09,-3.51,6.40,1.27,1.00,2.44,9.58,0,4
20122,cruise,41.16,-3.50,6.53,1.33,1.00,2.46,9.51,0,4
20176,cruise,41.24,-3.49,6.66,1.57,1.00,2.48,9.43,0,4
20228,cruise,41.32,-3.48,6.79,1.65,1.00,2.50,9.35,0,4
20282,cruise,41.41,-3.47,6.92,1.74,1.00,2.53,9.26,0,4
20340,cruise,41.52,-3.46,7.07,1.93,1.00,2.57,9.16,0,4
20392,cruise,41.62,-3.44,7.21,2.01,1.00,2.78,9.06,0,4
20447,cruise,41.73,-3.43,7.36,2.02,1.00,2.82,8.95,0,4
20499,cruise,41.84,-3.42,7.50,2.11,1.00,2.86,8.84,0,4
20554,cruise,41.95,-3.40,7.66,1.87,1.00,2.90,8.74,0,4
20607,cruise,42.05,-3.39,7.81,1.91,1.00,2.94,8.65,0,4
20660,cruise,42.15,-3.37,7.97,1.86,1.00,2.98,8.55,0,4
20713,cruise,42.25,-3.36,8.12,2.03,1.00,3.02,8.45,0,4
20768,cruise,42.36,-3.34,8.28,2.05,1.00,3.07,8.34,0,4
20822,cruise,42.47,-3.33,8.45,2.14,1.00,3.11,8.23,0,4
20876,cruise,42.58,-3.31,8.61,2.13,1.00,3.17,8.12,0,4
20929,cruise,42.70,-3.29,8.78,2.28,1.00,3.22,8.01,0,4
20985,cruise,42.83,-3.27,8.96,2.40,1.00,3.44,7.88,0,4
21037,cruise,42.96,-3.25,9.14,2.56,1.00,3.50,7.76,0,4
21090,cruise,43.08,-3.23,9.32,2.27,1.00,3.57,7.64,0,4
21144,cruise,43.20,-3.21,9.51,2.10,1.00,3.62,7.52,0,4
21199,cruise,43.31,-3.20,9.71,1.84,1.00,3.68,7.42,0,4
21252,cruise,43.40,-3.18,9.90,1.79,1.00,3.72,7.33,0,4
21305,cruise,43.49,-3.16,10.09,1.82,1.00,3.76,7.23,0,4
21359,cruise,43.58,-3.15,10.29,1.58,1.00,3.80,7.15,0,4
21412,cruise,43.65,-3.13,10.49,1.20,1.00,3.82,7.08,0,4
21467,cruise,43.71,-3.12,10.70,1.19,1.00,3.84,7.02,0,4
21520,cruise,43.78,-3.11,10.90,1.25,1.00,3.86,6.96,0,4
21577,cruise,43.84,-3.10,11.11,1.02,1.00,3.88,6.89,0,4
21629,cruise,43.89,-3.09,11.31,0.85,1.00,3.96,6.85,0,4
21682,cruise,43.93,-3.08,11.51,0.78,1.00,3.96,6.81,0,4
21734,cruise,43.97,-3.07,11.72,0.73,1.00,3.96,6.77,0,4
21787,cruise,44.00,-3.07,11.92,0.42,1.00,3.95,6.74,0,4
21840,cruise,44.02,-3.06,12.13,0.33,1.00,3.93,6.72,0,4
21892,cruise,44.04,-3.06,12.33,0.48,1.00,3.91,6.70,0,4
21945,cruise,44.06,-3.05,12.53,0.47,1.00,3.90,6.67,0,4
21998,cruise,44.08,-3.05,12.73,0.40,1.00,3.88,6.65,0,4
22050,cruise,44.11,-3.04,12.93,0.68,1.00,3.87,6.63,0,4
22103,cruise,44.15,-3.03,13.13,0.86,1.00,3.87,6.59,0,4
22155,cruise,44.20,-3.02,13.32,0.85,1.00,3.87,6.54,0,4
22208,cruise,44.24,-3.01,13.53,0.85,1.00,3.87,6.50,0,4
22261,cruise,44.29,-3.00,13.72,1.06,1.00,3.87,6.45,0,4
22313,cruise,44.34,-2.99,13.92,1.08,1.00,3.89,6.40,0,4
22366,cruise,44.40,-2.97,14.13,1.01,1.00,3.89,6.34,0,4
22419,cruise,44.45,-2.96,14.32,0.92,1.00,3.90,6.29,0,4
22471,cruise,44.49,-2.95,14.52,0.81,1.00,3.90,6.25,0,4
22524,cruise,44.53,-2.94,14.73,0.61,1.00,3.90,6.21,0,4
22577,cruise,44.56,-2.93,14.93,0.59,1.00,3.89,6.18,0,4
22629,cruise,44.58,-2.92,15.13,0.43,1.00,3.88,6.15,0,4
22681,cruise,44.60,-2.92,15.32,0.32,1.00,3.85,6.14,0,4
22735,cruise,44.62,-2.91,15.52,0.41,1.00,3.83,6.12,0,4
22787,cruise,44.64,-2.91,15.72,0.28,1.00,3.81,6.10,0,4
22839,cruise,44.65,-2.91,15.92,0.30,1.00,3.79,6.09,0,4
22892,cruise,44.67,-2.90,16.11,0.40,1.00,3.77,6.07,0,4
22945,cruise,44.69,-2.89,16.30,0.52,1.00,3.75,6.04,0,4
22998,cruise,44.72,-2.89,16.50,0.45,1.00,3.74,6.02,0,4
23050,braking,44.74,-2.88,16.69,0.57,0.78,3.35,5.99,0,4
23102,braking,44.79,-2.86,16.84,1.48,0.00,2.05,5.94,0,4
23154,braking,44.87,-2.84,16.92,1.19,0.00,0.75,5.86,0,4
23206,braking,44.90,-2.83,16.94,0.09,0.00,0.00,5.84,0,4
23258,braking,44.90,-2.83,16.95,0.41,0.00,0.00,5.83,0,4
23310,braking,44.94,-2.82,16.95,0.74,0.00,0.00,5.79,0,4
23361,braking,44.96,-2.81,16.95,0.30,0.00,0.00,5.77,0,4
23413,braking,44.98,-2.81,16.96,0.31,0.00,0.00,5.75,0,4
23465,braking,45.00,-2.80,16.96,0.45,0.00,0.00,5.73,0,4
23518,braking,45.01,-2.80,16.97,0.23,0.00,0.00,5.72,0,4
23570,braking,45.02,-2.79,16.97,0.22,0.00,0.00,5.71,0,4
23622,braking,45.04,-2.79,16.97,0.26,0.00,0.00,5.69,0,4
23674,braking,45.05,-2.78,16.98,0.31,0.00,0.00,5.68,0,4
23726,braking,45.07,-2.78,16.98,0.32,0.00,0.00,5.66,0,4
23778,braking,45.08,-2.77,16.99,0.30,0.00,0.00,5.65,0,4
23829,braking,45.10,-2.77,16.99,0.30,0.00,0.00,5.63,0,4
23882,braking,45.11,-2.77,16.99,0.22,0.00,0.00,5.62,0,4
23934,braking,45.12,-2.76,17.00,0.24,0.00,0.00,5.61,0,4
23986,braking,45.14,-2.76,17.00,0.33,0.00,0.00,5.59,0,4
24037,braking,45.15,-2.75,17.01,0.29,0.00,0.00,5.58,0,4
24089,braking,45.16,-2.75,17.01,0.25,0.00,0.00,5.56,0,4
24141,braking,45.18,-2.75,17.01,0.24,0.00,0.00,5.55,0,4
24193,braking,45.19,-2.74,17.02,0.29,0.00,0.00,5.54,0,4
24245,braking,45.20,-2.74,17.02,0.25,0.00,0.00,5.52,0,4
24297,braking,45.21,-2.73,17.03,0.17,0.00,0.00,5.51,0,4
24349,braking,45.22,-2.73,17.03,0.17,0.00,0.00,5.51,0,4
24400,braking,45.23,-2.73,17.03,0.29,0.00,0.00,5.49,0,4
24452,braking,45.24,-2.72,17.04,0.22,0.00,0.00,5.48,0,4
24505,braking,45.25,-2.72,17.04,0.18,0.00,0.00,5.47,0,4
24556,braking,45.26,-2.72,17.05,0.17,0.00,0.00,5.46,0,4
24609,braking,45.27,-2.72,17.05,0.15,0.00,0.00,5.45,0,4
24661,braking,45.28,-2.71,17.05,0.16,0.00,0.00,5.45,0,4
24713,braking,45.29,-2.71,17.06,0.17,0.00,0.00,5.44,0,4
24765,braking,45.30,-2.71,17.06,0.16,0.00,0.00,5.43,0,4
24816,braking,45.30,-2.71,17.07,0.14,0.00,0.00,5.42,0,4
24868,braking,45.31,-2.71,17.07,0.05,0.00,0.00,5.42,0,4
24920,braking,45.31,-2.70,17.07,0.14,0.00,0.00,5.41,0,4
24972,braking,45.32,-2.70,17.08,0.10,0.00,0.00,5.40,0,4
25024,braking,45.32,-2.70,17.08,0.06,0.00,0.00,5.40,0,4
25076,braking,45.32,-2.70,17.09,0.08,0.00,0.00,5.40,0,4
25128,braking,45.33,-2.70,17.09,0.16,0.00,0.00,5.39,0,4
25180,braking,45.34,-2.70,17.09,0.00,0.00,0.00,5.39,0,4
25231,braking,45.34,-2.70,17.10,0.16,0.00,0.00,5.38,0,4
25284,braking,45.35,-2.69,17.10,0.10,0.00,0.00,5.38,0,4
25336,braking,45.35,-2.69,17.11,0.13,0.00,0.00,5.37,0,4
25388,braking,45.36,-2.69,17.11,0.18,0.00,0.00,5.36,0,4
25440,braking,45.36,-2.69,17.11,0.10,0.00,0.00,5.36,0,4
25492,braking,45.38,-2.68,17.12,0.35,0.00,0.00,5.35,0,4
25544,braking,45.39,-2.68,17.12,0.20,0.00,0.00,5.33,0,4
25596,braking,45.40,-2.68,17.13,0.25,0.00,0.00,5.32,0,4
25648,braking,45.42,-2.67,17.13,0.31,0.00,0.00,5.31,0,4
25700,braking,45.43,-2.67,17.13,0.28,0.00,0.00,5.29,0,4
25752,braking,45.44,-2.66,17.14,0.21,0.00,0.00,5.28,0,4
25804,braking,45.45,-2.66,17.14,0.14,0.00,0.00,5.27,0,4
25856,braking,45.46,-2.66,17.15,0.15,0.00,0.00,5.26,0,4
25907,braking,45.47,-2.66,17.15,0.15,0.00,0.00,5.26,0,4
25959,braking,45.47,-2.65,17.15,0.19,0.00,0.00,5.25,0,4
26011,braking,45.48,-2.65,17.16,0.12,0.00,0.00,5.24,0,4
26063,braking,45.49,-2.65,17.16,0.17,0.00,0.00,5.23,0,4
26115,braking,45.50,-2.65,17.17,0.15,0.00,0.00,5.22,0,4
26167,braking,45.50,-2.65,17.17,-0.01,0.00,0.00,5.22,0,4
26218,braking,45.50,-2.65,17.17,0.18,0.00,0.00,5.22,0,4
26270,braking,45.51,-2.64,17.18,0.21,0.00,0.00,5.21,0,4
26328,braking,45.53,-2.64,17.18,0.21,0.00,0.00,5.19,0,4
26406,braking,45.54,-2.63,17.19,0.23,0.00,0.00,5.18,0,4
26458,braking,45.55,-2.63,17.19,0.08,0.00,0.00,5.17,0,4
26510,braking,45.55,-2.63,17.20,0.11,0.00,0.00,5.17,0,4
26565,braking,45.56,-2.63,17.20,0.23,0.00,0.00,5.16,0,4
26620,braking,45.57,-2.62,17.20,0.18,0.00,0.00,5.15,0,4
26674,braking,45.58,-2.62,17.21,0.16,0.00,0.00,5.14,0,4
26726,braking,45.59,-2.62,17.21,0.32,0.00,0.00,5.13,0,4
26778,braking,45.61,-2.61,17.22,0.20,0.00,0.00,5.11,0,4
26830,braking,45.61,-2.61,17.22,-0.03,0.00,0.00,5.11,0,4
26887,braking,45.62,-2.61,17.22,0.38,0.00,0.00,5.10,0,4
26940,braking,45.64,-2.60,17.23,0.23,0.00,0.00,5.08,0,4
26993,braking,45.65,-2.60,17.23,0.24,0.00,0.00,5.07,0,4
27045,braking,45.66,-2.60,17.24,0.38,0.00,0.00,5.05,0,4
27097,braking,45.68,-2.59,17.24,0.31,0.00,0.00,5.04,0,4
27151,braking,45.70,-2.59,17.25,0.36,0.00,0.00,5.02,0,4
27204,braking,45.72,-2.58,17.25,0.51,0.00,0.00,5.00,0,4
27256,braking,45.74,-2.57,17.25,0.45,0.00,0.00,4.97,0,4
27308,braking,45.77,-2.56,17.26,0.50,0.00,0.00,4.95,0,4
27362,braking,45.80,-2.55,17.26,0.53,0.00,0.00,4.92,0,4
27415,braking,45.82,-2.55,17.27,0.47,0.00,0.00,4.89,0,4
27467,braking,45.84,-2.54,17.27,0.41,0.00,0.00,4.87,0,4
27519,braking,45.86,-2.53,17.27,0.39,0.00,0.00,4.85,0,4
27577,braking,45.88,-2.53,17.28,0.43,0.00,0.00,4.83,0,4
27632,braking,45.90,-2.52,17.28,0.31,0.00,0.00,4.81,0,4
27684,braking,45.92,-2.52,17.29,0.32,0.00,0.00,4.79,0,4
27735,braking,45.94,-2.51,17.29,0.46,0.00,0.00,4.77,0,4
27787,braking,45.96,-2.50,17.29,0.50,0.00,0.00,4.75,0,4
27839,braking,45.99,-2.50,17.30,0.47,0.00,0.00,4.73,0,4
27891,braking,46.01,-2.49,17.30,0.39,0.00,0.00,4.70,0,4
27943,braking,46.03,-2.48,17.31,0.36,0.00,0.00,4.69,0,4
27996,braking,46.05,-2.48,17.31,0.49,0.00,0.00,4.66,0,4
28048,braking,46.07,-2.47,17.31,0.44,0.00,0.00,4.64,0,4
28099,braking,46.09,-2.46,17.32,0.37,0.00,0.00,4.62,0,4
28151,braking,46.11,-2.46,17.32,0.35,0.00,0.00,4.60,0,4
28203,braking,46.12,-2.45,17.33,0.18,0.00,0.00,4.59,0,4
28255,braking,46.13,-2.45,17.33,0.31,0.00,0.00,4.58,0,4
28307,braking,46.15,-2.44,17.33,0.37,0.00,0.00,4.56,0,4
28358,braking,46.16,-2.44,17.34,0.17,0.00,0.00,4.55,0,4
28410,braking,46.17,-2.44,17.34,0.19,0.00,0.00,4.54,0,4
28461,braking,46.18,-2.43,17.35,0.24,0.00,0.00,4.53,0,4
28514,braking,46.19,-2.43,17.35,0.22,0.00,0.00,4.52,0,4
28565,braking,46.20,-2.43,17.36,0.24,0.00,0.00,4.51,0,4
28618,braking,46.22,-2.42,17.36,0.24,0.00,0.00,4.49,0,4
28669,braking,46.23,-2.42,17.36,0.19,0.00,0.00,4.48,0,4
28721,braking,46.24,-2.42,17.37,0.23,0.00,0.00,4.47,0,4
28774,braking,46.25,-2.41,17.37,0.26,0.00,0.00,4.46,0,4
28825,braking,46.26,-2.41,17.38,0.23,0.00,0.00,4.45,0,4
28877,braking,46.27,-2.41,17.38,0.23,0.00,0.00,4.44,0,4
28929,braking,46.29,-2.40,17.38,0.27,0.00,0.00,4.42,0,4
28981,braking,46.30,-2.40,17.39,0.23,0.00,0.00,4.41,0,4
29033,braking,46.31,-2.39,17.39,0.21,0.00,0.00,4.40,0,4
29085,braking,46.32,-2.39,17.40,0.20,0.00,0.00,4.39,0,4
29137,braking,46.33,-2.39,17.40,0.19,0.00,0.00,4.38,0,4
29188,braking,46.34,-2.39,17.40,0.21,0.00,0.00,4.37,0,4
29240,braking,46.35,-2.38,17.41,0.24,0.00,0.00,4.36,0,4
29292,braking,46.36,-2.38,17.41,0.24,0.00,0.00,4.35,0,4
29343,braking,46.37,-2.37,17.42,0.25,0.00,0.00,4.34,0,4
29395,braking,46.38,-2.37,17.42,0.23,0.00,0.00,4.32,0,4
29447,braking,46.40,-2.37,17.42,0.26,0.00,0.00,4.31,0,4
29500,braking,46.41,-2.36,17.43,0.25,0.00,0.00,4.30,0,4
29552,braking,46.42,-2.36,17.43,0.22,0.00,0.00,4.29,0,4
29604,braking,46.43,-2.36,17.44,0.25,0.00,0.00,4.28,0,4
29656,braking,46.44,-2.35,17.44,0.12,0.00,0.00,4.27,0,4
29707,braking,46.45,-2.35,17.44,0.15,0.00,0.00,4.26,0,4
29759,braking,46.46,-2.35,17.45,0.25,0.00,0.00,4.25,0,4
29811,braking,46.47,-2.35,17.45,0.04,0.00,0.00,4.24,0,4
29863,braking,46.47,-2.34,17.46,0.12,0.00,0.00,4.24,0,4
29914,braking,46.48,-2.34,17.46,0.14,0.00,0.00,4.23,0,4
29967,braking,46.48,-2.34,17.46,0.04,0.00,0.00,4.23,0,4
30019,braking,46.48,-2.34,17.47,0.01,0.00,0.00,4.23,0,4
30071,braking,46.48,-2.34,17.47,0.00,0.00,0.00,4.23,0,4
30124,braking,46.48,-2.34,17.48,-0.03,0.00,0.00,4.23,0,4
30176,braking,46.48,-2.34,17.48,-0.00,0.00,0.00,4.23,0,4
30227,braking,46.48,-2.34,17.48,0.02,0.00,0.00,4.23,0,4
30279,braking,46.48,-2.34,17.49,0.08,0.00,0.00,4.22,0,4
30331,braking,46.49,-2.34,17.49,0.03,0.00,0.00,4.22,0,4
30383,braking,46.49,-2.34,17.50,-0.03,0.00,0.00,4.22,0,4
30434,braking,46.48,-2.34,17.50,-0.14,0.00,0.00,4.22,0,4
30487,braking,46.48,-2.34,17.51,0.01,0.00,0.00,4.23,0,4
30539,braking,46.48,-2.34,17.51,0.20,0.00,0.00,4.22,0,4
30591,braking,46.49,-2.34,17.51,0.14,0.00,0.00,4.21,0,4
30643,braking,46.49,-2.34,17.52,-0.05,0.00,0.00,4.21,0,4
30695,braking,46.49,-2.34,17.52,-0.00,0.00,0.00,4.21,0,4
30746,braking,46.50,-2.34,17.53,0.19,0.00,0.00,4.21,0,4
30799,braking,46.51,-2.33,17.53,0.02,0.00,0.00,4.20,0,4
30850,braking,46.50,-2.33,17.53,-0.14,0.00,0.00,4.21,0,4
30902,braking,46.50,-2.34,17.54,0.02,0.00,0.00,4.21,0,4
30954,braking,46.51,-2.33,17.54,0.30,0.00,0.00,4.20,0,4
31007,braking,46.52,-2.33,17.55,0.09,0.00,0.00,4.19,0,4
31059,braking,46.52,-2.33,17.55,-0.01,0.00,0.00,4.19,0,4
31110,braking,46.52,-2.33,17.55,-0.04,0.00,0.00,4.19,0,4
31163,braking,46.52,-2.33,17.56,-0.04,0.00,0.00,4.19,0,4
31215,braking,46.51,-2.33,17.56,-0.15,0.00,0.00,4.20,0,4
31266,braking,46.50,-2.33,17.57,-0.05,0.00,0.00,4.20,0,4
31320,braking,46.50,-2.33,17.57,0.08,0.00,0.00,4.20,0,4
31371,braking,46.51,-2.33,17.57,0.10,0.00,0.00,4.20,0,4
31423,braking,46.51,-2.33,17.58,0.04,0.00,0.00,4.19,0,4
31476,braking,46.52,-2.33,17.58,0.14,0.00,0.00,4.19,0,4
31528,braking,46.52,-2.33,17.59,0.09,0.00,0.00,4.18,0,4
31580,braking,46.53,-2.33,17.59,0.04,0.00,0.00,4.18,0,4
31631,braking,46.53,-2.33,17.60,0.04,0.00,0.00,4.18,0,4
31684,braking,46.53,-2.33,17.60,0.07,0.00,0.00,4.18,0,4
31735,braking,46.53,-2.32,17.60,0.07,0.00,0.00,4.17,0,4
31787,braking,46.54,-2.32,17.61,0.03,0.00,0.00,4.17,0,4
31839,braking,46.54,-2.32,17.61,-0.08,0.00,0.00,4.17,0,4
31891,braking,46.53,-2.33,17.62,-0.18,0.00,0.00,4.18,0,4
31943,braking,46.52,-2.33,17.62,-0.02,0.00,0.00,4.18,0,4
31995,braking,46.52,-2.33,17.62,-0.12,0.00,0.00,4.19,0,4
32047,braking,46.52,-2.33,17.63,0.00,0.00,0.00,4.19,0,4
32099,braking,46.52,-2.33,17.63,0.04,0.00,0.00,4.19,0,4
32150,braking,46.52,-2.33,17.64,0.10,0.00,0.00,4.19,0,4
32202,braking,46.53,-2.33,17.64,0.13,0.00,0.00,4.18,0,4
32255,braking,46.53,-2.32,17.65,0.11,0.00,0.00,4.17,0,4
32306,braking,46.54,-2.32,17.65,0.06,0.00,0.00,4.17,0,4
32358,braking,46.54,-2.32,17.65,-0.02,0.00,0.00,4.17,0,4
32410,braking,46.53,-2.32,17.66,-0.13,0.00,0.00,4.17,0,4
32462,braking,46.53,-2.33,17.66,-0.08,0.00,0.00,4.18,0,4
32515,braking,46.53,-2.33,17.67,0.08,0.00,0.00,4.18,0,4
32567,braking,46.53,-2.33,17.67,-0.00,0.00,0.00,4.18,0,4
32623,braking,46.53,-2.33,17.67,-0.09,0.00,0.00,4.18,0,4
32679,braking,46.52,-2.33,17.68,0.03,0.00,0.00,4.18,0,4
32731,braking,46.53,-2.33,17.68,0.14,0.00,0.00,4.18,0,4
32785,braking,46.54,-2.32,17.69,0.11,0.00,0.00,4.17,0,4
32836,braking,46.54,-2.32,17.69,-0.03,0.00,0.00,4.17,0,4
32889,braking,46.54,-2.32,17.70,-0.00,0.00,0.00,4.17,0,4
32941,braking,46.54,-2.32,17.70,-0.09,0.00,0.00,4.17,0,4
32996,braking,46.53,-2.33,17.70,-0.07,0.00,0.00,4.18,0,4
33050,braking,46.53,-2.33,17.71,0.03,0.00,0.00,4.18,0,4
33102,braking,46.53,-2.33,17.71,-0.01,0.00,0.00,4.18,0,4
33155,braking,46.53,-2.33,17.72,-0.05,0.00,0.00,4.18,0,4
33209,braking,46.53,-2.33,17.72,0.03,0.00,0.00,4.18,0,4
33261,braking,46.53,-2.32,17.73,0.22,0.00,0.00,4.17,0,4
33314,braking,46.54,-2.32,17.73,0.12,0.00,0.00,4.16,0,4
33368,braking,46.54,-2.32,17.74,-0.06,0.00,0.00,4.16,0,4
33422,braking,46.54,-2.32,17.74,-0.08,0.00,0.00,4.17,0,4
33474,braking,46.54,-2.32,17.74,0.04,0.00,0.00,4.17,0,4
33526,braking,46.54,-2.32,17.75,0.07,0.00,0.00,4.17,0,4
33581,braking,46.54,-2.32,17.75,0.01,0.00,0.00,4.16,0,4
33633,braking,46.54,-2.32,17.76,-0.01,0.00,0.00,4.17,0,4
33685,braking,46.54,-2.32,17.76,-0.02,0.00,0.00,4.17,0,4
33738,braking,46.54,-2.32,17.77,0.04,0.00,0.00,4.17,0,4
33791,braking,46.55,-2.32,17.77,0.12,0.00,0.00,4.16,0,4
33845,braking,46.55,-2.32,17.77,-0.02,0.00,0.00,4.16,0,4
33901,braking,46.55,-2.32,17.78,-0.06,0.00,0.00,4.16,0,4
33954,braking,46.54,-2.32,17.78,-0.10,0.00,0.00,4.17,0,4
34006,braking,46.54,-2.32,17.79,-0.03,0.00,0.00,4.17,0,4
34058,braking,46.54,-2.32,17.79,-0.03,0.00,0.00,4.17,0,4
34110,braking,46.54,-2.32,17.80,0.04,0.00,0.00,4.17,0,4
34162,braking,46.54,-2.32,17.80,0.09,0.00,0.00,4.17,0,4
34213,braking,46.55,-2.32,17.80,0.04,0.00,0.00,4.16,0,4
34265,braking,46.55,-2.32,17.81,0.01,0.00,0.00,4.16,0,4
34317,braking,46.55,-2.32,17.81,0.13,0.00,0.00,4.16,0,4
34368,braking,46.56,-2.32,17.82,0.11,0.00,0.00,4.15,0,4
34451,braking,46.56,-2.32,17.82,-0.01,0.00,0.00,4.15,0,4
34508,braking,46.56,-2.32,17.83,-0.05,0.00,0.00,4.15,0,4
34560,braking,46.55,-2.32,17.83,-0.08,0.00,0.00,4.15,0,4
34611,braking,46.55,-2.32,17.84,-0.11,0.00,0.00,4.16,0,4
34663,braking,46.54,-2.32,17.84,-0.11,0.00,0.00,4.16,0,4
34715,braking,46.54,-2.32,17.84,-0.05,0.00,0.00,4.17,0,4
34767,braking,46.54,-2.32,17.85,0.12,0.00,0.00,4.17,0,4
34819,braking,46.55,-2.32,17.85,0.17,0.00,0.00,4.16,0,4
34870,braking,46.56,-2.32,17.86,0.13,0.00,0.00,4.15,0,4
34922,braking,46.56,-2.31,17.86,0.13,0.00,0.00,4.14,0,4
34974,braking,46.57,-2.31,17.86,0.09,0.00,0.00,4.14,0,4
35026,braking,46.57,-2.31,17.87,0.03,0.00,0.00,4.14,0,4
35078,braking,46.57,-2.31,17.87,-0.01,0.00,0.00,4.13,0,4
35130,braking,46.57,-2.31,17.88,-0.09,0.00,0.00,4.14,0,4
35182,braking,46.56,-2.31,17.88,-0.15,0.00,0.00,4.14,0,4
35233,braking,46.56,-2.32,17.89,-0.13,0.00,0.00,4.15,0,4
35284,braking,46.55,-2.32,17.89,-0.15,0.00,0.00,4.16,0,4
35336,braking,46.55,-2.32,17.89,0.02,0.00,0.00,4.16,0,4
35388,braking,46.55,-2.32,17.90,0.07,0.00,0.00,4.16,0,4
35440,braking,46.55,-2.32,17.90,0.03,0.00,0.00,4.16,0,4
35494,braking,46.55,-2.32,17.91,0.19,0.00,0.00,4.15,0,4
35545,braking,46.57,-2.31,17.91,0.34,0.00,0.00,4.14,0,4
35597,braking,46.58,-2.31,17.92,0.01,0.00,0.00,4.13,0,4
35649,braking,46.58,-2.31,17.92,0.01,0.00,0.00,4.13,0,4
35700,braking,46.58,-2.31,17.92,0.07,0.00,0.00,4.13,0,4
35752,braking,46.58,-2.31,17.93,-0.06,0.00,0.00,4.13,0,4
35804,braking,46.57,-2.31,17.93,-0.26,0.00,0.00,4.13,0,4
35856,braking,46.56,-2.31,17.94,-0.15,0.00,0.00,4.14,0,4
35908,braking,46.55,-2.32,17.94,-0.20,0.00,0.00,4.15,0,4
35959,braking,46.55,-2.32,17.94,-0.04,0.00,0.00,4.16,0,4
36012,braking,46.55,-2.32,17.95,-0.05,0.00,0.00,4.16,0,4
36064,braking,46.54,-2.32,17.95,-0.05,0.00,0.00,4.16,0,4
36116,braking,46.54,-2.32,17.96,0.10,0.00,0.00,4.16,0,4
36168,braking,46.56,-2.32,17.96,0.42,0.00,0.00,4.15,0,4
36219,braking,46.58,-2.31,17.97,0.28,0.00,0.00,4.13,0,4
36271,braking,46.58,-2.31,17.97,0.11,0.00,0.00,4.12,0,4
36323,braking,46.59,-2.31,17.97,0.01,0.00,0.00,4.12,0,4
36375,braking,46.58,-2.31,17.98,-0.12,0.00,0.00,4.12,0,4
