T_ms,lifecycle,substate,x,y,speed,adv_v,turn_v,dist_wp,wps_left,yaw_odo,yaw_mag,yaw_fused,cal_status
79956,running,cruise,33.58,56.15,3.74,2.94,-0.91,34.14,2,144.76,175.97,174.49,done
80015,running,cruise,33.34,56.17,3.89,3.10,-0.95,33.91,2,144.82,174.01,174.54,done
80079,running,cruise,33.11,56.19,3.72,2.93,-1.04,33.68,2,144.90,174.01,174.39,done
80137,running,cruise,32.88,56.22,4.16,3.03,-0.85,33.46,2,144.97,175.32,174.68,done
80196,running,cruise,32.63,56.24,4.34,3.26,-0.85,33.22,2,145.03,175.32,174.98,done
80254,running,cruise,32.37,56.26,4.59,3.00,-1.00,32.97,2,145.09,172.71,174.38,done
80313,running,cruise,32.09,56.29,4.79,2.69,-1.15,32.70,2,145.17,173.05,173.87,done
80372,running,cruise,31.82,56.32,4.63,2.45,-1.27,32.44,2,145.25,173.05,173.60,done
80430,running,cruise,31.56,56.35,4.38,2.54,-1.12,32.19,2,145.33,177.65,174.83,done
80488,running,cruise,31.31,56.37,4.28,2.77,-0.96,31.95,2,145.41,177.65,176.01,done
80546,running,cruise,31.06,56.38,4.26,3.01,-0.96,31.71,2,145.47,176.19,176.28,done
80604,running,cruise,30.81,56.40,4.55,3.12,-0.84,31.47,2,145.54,176.19,176.30,done
80662,running,cruise,30.53,56.42,5.01,3.19,-0.90,31.20,2,145.60,175.92,176.22,done
80721,running,cruise,30.23,56.44,5.12,3.01,-1.00,30.91,2,145.67,175.52,176.03,done
80780,running,cruise,29.95,56.46,4.47,2.83,-1.09,30.64,2,145.74,175.52,175.88,done
80838,running,cruise,29.69,56.48,4.35,2.94,-0.99,30.39,2,145.81,178.61,176.72,done
80897,running,cruise,29.44,56.49,4.23,3.17,-0.90,30.15,2,145.88,178.61,177.53,done
80955,running,cruise,29.19,56.50,4.48,3.24,-0.88,29.91,2,145.94,178.30,177.92,done
81013,running,cruise,28.92,56.51,4.88,2.95,-1.03,29.64,2,146.01,176.19,177.48,done
81071,running,cruise,28.63,56.52,4.85,3.03,-0.99,29.36,2,146.08,176.19,177.01,done
81130,running,cruise,28.38,56.54,4.07,3.06,-0.97,29.12,2,146.15,178.48,177.43,done
81188,running,cruise,28.13,56.55,4.61,3.12,-0.94,28.88,2,146.21,178.48,177.90,done
81246,running,cruise,27.84,56.56,5.07,3.20,-0.90,28.60,2,146.28,179.42,178.47,done
81305,running,cruise,27.55,56.56,4.50,3.25,-0.88,28.33,2,146.34,179.42,178.90,done
81363,running,cruise,27.39,56.69,4.60,2.86,-1.03,28.20,2,146.41,-177.44,71.51,done
81421,running,cruise,27.64,56.77,5.46,2.45,0.42,28.45,2,146.45,-179.83,-29.07,done
81479,running,cruise,27.79,56.49,5.77,2.41,0.81,28.54,2,146.42,-179.83,-89.59,done
81537,running,cruise,27.71,56.21,4.49,2.64,-0.07,28.40,2,146.40,-178.24,-125.33,done
81595,running,cruise,27.52,56.03,4.77,2.87,-0.75,28.17,2,146.43,-178.24,-146.54,done
81653,running,cruise,27.41,55.80,5.49,2.86,0.13,28.02,2,146.48,178.73,-51.54,done
81711,running,cruise,27.69,55.78,5.46,2.49,0.84,28.29,2,146.46,178.73,40.84,done
81769,running,cruise,27.79,56.06,5.10,2.73,-0.03,28.45,2,146.44,177.91,95.91,done
81827,running,cruise,27.86,56.32,5.35,2.96,0.23,28.57,2,146.46,-179.13,21.13,done
81893,running,cruise,28.15,56.19,5.83,2.31,1.28,28.82,2,146.43,-179.13,-59.26,done
82007,running,cruise,28.22,55.61,4.41,2.77,0.27,28.77,2,146.35,-178.66,-107.28,done
82119,running,cruise,27.97,55.22,4.53,3.22,-0.48,28.46,2,146.37,-178.05,-135.71,done
82205,running,cruise,27.60,54.94,5.26,3.21,-0.89,28.04,2,146.44,-178.61,-152.82,done
82264,running,cruise,27.30,54.83,5.61,2.80,-1.10,27.73,2,146.51,-176.71,-162.54,done
82323,running,cruise,26.97,54.74,6.07,2.58,-1.21,27.38,2,146.59,-176.71,-168.17,done
82381,running,cruise,26.63,54.68,5.74,2.44,-1.28,27.04,2,146.68,-177.45,-171.75,done
82439,running,cruise,26.31,54.64,5.41,2.37,-1.32,26.71,2,146.76,-176.54,-173.70,done
82498,running,cruise,26.01,54.61,5.00,2.32,-1.34,26.42,2,146.85,-176.54,-174.77,done
82556,running,cruise,25.72,54.58,5.06,2.27,-1.36,26.12,2,146.95,-178.64,-176.04,done
82614,running,cruise,25.44,54.57,4.66,2.23,-1.38,25.84,2,147.04,-178.64,-177.01,done
82673,running,cruise,25.18,54.55,3.80,2.24,-1.38,25.59,2,147.13,-174.56,-176.37,done
82731,running,cruise,24.99,54.54,3.24,2.25,-1.37,25.40,2,147.22,-174.56,-175.57,done
82790,running,cruise,24.79,54.52,3.62,2.26,-1.37,25.20,2,147.32,-174.54,-175.09,done
82848,running,cruise,24.59,54.50,3.16,2.29,-1.36,25.00,2,147.41,-171.06,-173.75,done
82906,running,cruise,24.43,54.49,2.48,2.31,-1.34,24.84,2,147.50,-171.06,-172.60,done
82965,running,cruise,24.28,54.47,2.71,2.29,-1.35,24.69,2,147.59,-174.80,-173.04,done
83023,running,cruise,24.13,54.45,2.42,2.26,-1.37,24.54,2,147.68,-174.80,-173.68,done
83081,running,cruise,24.00,54.44,2.34,2.21,-1.39,24.40,2,147.77,-179.21,-175.39,done
83139,running,cruise,23.85,54.42,2.58,2.20,-1.40,24.26,2,147.87,-174.99,-175.58,done
83198,running,cruise,23.72,54.41,1.81,2.21,-1.39,24.13,2,147.96,-173.80,-174.92,done
83256,running,cruise,23.63,54.41,1.37,2.22,-1.39,24.04,2,148.06,-174.19,-174.52,done
83315,running,cruise,23.55,54.40,1.52,2.22,-1.39,23.95,2,148.15,-174.19,-174.31,done
83374,running,cruise,23.46,54.39,1.40,2.21,-1.39,23.87,2,148.24,-174.83,-174.39,done
83432,running,cruise,23.38,54.38,1.27,2.21,-1.40,23.79,2,148.34,-174.83,-174.50,done
83491,running,cruise,23.32,54.37,1.11,2.22,-1.39,23.72,2,148.43,-172.09,-173.73,done
83549,running,cruise,23.25,54.37,1.17,2.22,-1.39,23.65,2,148.52,-174.59,-173.76,done
83608,running,cruise,23.19,54.36,0.80,2.21,-1.40,23.60,2,148.62,-174.59,-174.02,done
83666,running,cruise,23.15,54.36,0.65,2.21,-1.40,23.56,2,148.71,-173.96,-173.99,done
83725,running,cruise,23.12,54.35,0.59,2.21,-1.40,23.52,2,148.81,-173.96,-173.91,done
83784,running,cruise,23.08,54.35,0.36,2.23,-1.38,23.49,2,148.90,-171.48,-173.11,done
83842,running,cruise,23.07,54.35,0.10,2.25,-1.37,23.48,2,148.99,-171.48,-172.38,done
83901,running,cruise,23.07,54.35,0.26,2.26,-1.37,23.47,2,149.09,-171.42,-171.93,done
83960,running,cruise,23.05,54.34,0.31,2.25,-1.38,23.45,2,149.18,-173.92,-172.41,done
84018,running,cruise,23.03,54.34,0.30,2.23,-1.38,23.44,2,149.27,-173.92,-172.95,done
84076,running,cruise,23.02,54.34,0.13,2.26,-1.37,23.42,2,149.36,-170.06,-172.10,done
84135,running,cruise,23.01,54.34,0.17,2.28,-1.36,23.42,2,149.46,-170.06,-171.22,done
84193,running,cruise,22.99,54.34,0.36,2.27,-1.37,23.40,2,149.55,-173.32,-171.67,done
84251,running,cruise,22.98,54.33,0.14,2.25,-1.38,23.38,2,149.64,-173.32,-172.26,done
84310,running,cruise,22.97,54.33,0.22,2.24,-1.38,23.37,2,149.73,-173.75,-172.75,done
84368,running,cruise,22.95,54.33,0.31,2.24,-1.38,23.36,2,149.83,-171.81,-172.49,done
84426,running,cruise,22.94,54.33,0.05,2.25,-1.37,23.35,2,149.92,-171.81,-172.15,done
84485,running,cruise,22.94,54.33,0.01,2.26,-1.37,23.35,2,150.01,-171.56,-171.87,done
84543,running,cruise,22.94,54.33,0.08,2.26,-1.37,23.34,2,150.10,-171.56,-171.68,done
84601,running,cruise,22.93,54.33,0.07,2.28,-1.36,23.34,2,150.19,-169.98,-171.08,done
84660,running,cruise,22.93,54.33,0.19,2.29,-1.35,23.33,2,150.29,-170.59,-170.76,done
84718,running,cruise,22.91,54.32,0.26,2.30,-1.35,23.32,2,150.38,-170.59,-170.62,done
84777,running,cruise,22.90,54.32,0.09,2.30,-1.35,23.30,2,150.47,-170.57,-170.53,done
84835,running,cruise,22.89,54.32,0.24,2.30,-1.35,23.30,2,150.56,-170.57,-170.48,done
84893,running,cruise,22.87,54.32,0.44,2.30,-1.35,23.28,2,150.65,-170.83,-170.52,done
84952,running,cruise,22.85,54.31,0.33,2.29,-1.35,23.26,2,150.74,-170.83,-170.58,done
85010,running,cruise,22.83,54.31,0.34,2.32,-1.34,23.24,2,150.83,-167.91,-169.73,done
85070,running,cruise,22.81,54.31,0.49,2.32,-1.34,23.21,2,150.92,-170.04,-169.57,done
85135,running,cruise,22.77,54.30,0.50,2.32,-1.34,23.18,2,151.02,-170.04,-169.69,done
85193,running,cruise,22.75,54.30,0.37,2.31,-1.35,23.16,2,151.12,-170.86,-170.01,done
85252,running,cruise,22.72,54.29,0.70,2.30,-1.35,23.12,2,151.21,-170.86,-170.28,done
85311,running,cruise,22.68,54.29,0.53,2.26,-1.37,23.08,2,151.30,-173.75,-171.32,done
85374,running,cruise,22.66,54.28,0.29,2.24,-1.38,23.06,2,151.40,-173.42,-172.12,done
85432,running,cruise,22.64,54.28,0.61,2.22,-1.39,23.04,2,151.49,-173.42,-172.57,done
85497,running,cruise,22.60,54.27,0.65,2.21,-1.40,23.00,2,151.60,-174.10,-173.04,done
85556,running,cruise,22.55,54.27,0.86,2.20,-1.40,22.95,2,151.69,-174.10,-173.39,done
85616,running,cruise,22.49,54.26,0.97,2.20,-1.40,22.89,2,151.79,-173.10,-173.30,done
85675,running,cruise,22.44,54.25,1.03,2.20,-1.40,22.84,2,151.88,-172.42,-172.94,done
85736,running,cruise,22.38,54.25,1.00,2.21,-1.40,22.78,2,151.98,-172.42,-172.66,done
85795,running,cruise,22.31,54.24,1.18,2.23,-1.38,22.71,2,152.08,-169.92,-171.74,done
85855,running,cruise,22.24,54.23,1.27,2.25,-1.37,22.64,2,152.17,-169.92,-170.94,done
85914,running,cruise,22.16,54.21,1.33,2.25,-1.37,22.56,2,152.27,-170.93,-170.76,done
85974,running,cruise,22.09,54.20,1.30,2.25,-1.38,22.48,2,152.36,-170.93,-170.76,done
86032,running,cruise,22.00,54.19,1.57,2.25,-1.37,22.40,2,152.45,-170.02,-170.48,done
86091,running,cruise,21.91,54.17,1.60,2.24,-1.38,22.30,2,152.55,-172.10,-170.85,done
86152,running,cruise,21.81,54.16,1.48,2.22,-1.39,22.21,2,152.65,-172.10,-171.28,done
86211,running,cruise,21.72,54.14,1.76,2.21,-1.39,22.11,2,152.74,-171.31,-171.30,done
86274,running,cruise,21.60,54.13,2.00,2.21,-1.40,22.00,2,152.84,-171.31,-171.23,done
86332,running,cruise,21.49,54.11,2.12,2.23,-1.39,21.88,2,152.93,-168.74,-170.42,done
86391,running,cruise,21.36,54.09,2.15,2.26,-1.37,21.75,2,153.03,-167.51,-169.30,done
86448,running,cruise,21.24,54.06,2.09,2.27,-1.36,21.62,2,153.12,-167.51,-168.51,done
86507,running,cruise,21.13,54.04,1.73,2.29,-1.36,21.51,2,153.21,-167.17,-167.94,done
86565,running,cruise,21.03,54.02,1.71,2.29,-1.35,21.41,2,153.30,-167.17,-167.56,done
86624,running,cruise,20.93,53.99,1.81,2.29,-1.36,21.30,2,153.39,-167.89,-167.55,done
86682,running,cruise,20.84,53.97,1.39,2.28,-1.36,21.21,2,153.48,-167.89,-167.62,done
86740,running,cruise,20.75,53.96,1.42,2.29,-1.36,21.13,2,153.58,-166.46,-167.23,done
86799,running,cruise,20.67,53.94,1.32,2.30,-1.35,21.05,2,153.67,-165.57,-166.58,done
86857,running,cruise,20.61,53.92,1.13,2.32,-1.34,20.98,2,153.76,-165.57,-166.11,done
86916,running,cruise,20.55,53.91,1.18,2.33,-1.34,20.91,2,153.85,-165.29,-165.74,done
86974,running,cruise,20.47,53.89,1.54,2.33,-1.34,20.84,2,153.94,-165.29,-165.49,done
87033,running,cruise,20.38,53.86,1.54,2.32,-1.34,20.74,2,154.03,-166.42,-165.68,done
87091,running,cruise,20.29,53.84,1.68,2.30,-1.35,20.65,2,154.12,-166.79,-166.02,done
87149,running,cruise,20.19,53.82,1.75,2.30,-1.35,20.55,2,154.21,-165.86,-165.98,done
87208,running,cruise,20.09,53.79,1.94,2.32,-1.34,20.44,2,154.30,-163.60,-165.18,done
87266,running,cruise,19.98,53.76,1.85,2.34,-1.33,20.33,2,154.39,-163.60,-164.48,done
87325,running,cruise,19.86,53.73,2.27,2.31,-1.35,20.21,2,154.48,-167.03,-165.09,done
87383,running,cruise,19.73,53.69,2.29,2.28,-1.36,20.07,2,154.57,-167.03,-165.80,done
87442,running,cruise,19.60,53.66,2.07,2.28,-1.36,19.94,2,154.67,-164.09,-165.34,done
87500,running,cruise,19.49,53.63,1.98,2.27,-1.36,19.82,2,154.76,-166.28,-165.43,done
87559,running,cruise,19.37,53.60,1.90,2.26,-1.37,19.70,2,154.85,-166.28,-165.70,done
87617,running,cruise,19.27,53.57,1.62,2.27,-1.36,19.60,2,154.94,-163.82,-165.12,done
87676,running,cruise,19.19,53.55,1.35,2.29,-1.36,19.52,2,155.03,-163.82,-164.53,done
87734,running,cruise,19.11,53.53,1.72,2.27,-1.36,19.43,2,155.12,-166.01,-164.84,done
87793,running,cruise,19.00,53.50,1.95,2.25,-1.37,19.32,2,155.22,-166.01,-165.24,done
87852,running,cruise,18.90,53.48,1.46,2.24,-1.38,19.22,2,155.31,-166.00,-165.48,done
87910,running,cruise,18.83,53.46,1.28,2.19,-1.41,19.15,2,155.40,-170.05,-166.84,done
87969,running,cruise,18.74,53.44,1.94,2.15,-1.43,19.05,2,155.50,-170.05,-168.05,done
88027,running,cruise,18.62,53.41,1.80,2.19,-1.40,18.93,2,155.59,-162.17,-166.41,done
88085,running,cruise,18.54,53.39,1.22,2.25,-1.38,18.85,2,155.69,-162.17,-164.64,done
88144,running,cruise,18.48,53.37,1.07,2.29,-1.36,18.79,2,155.78,-161.21,-163.29,done
88202,running,cruise,18.41,53.35,1.53,2.32,-1.34,18.71,2,155.87,-161.21,-162.39,done
88260,running,cruise,18.33,53.33,1.33,2.31,-1.35,18.63,2,155.96,-163.05,-162.40,done
88319,running,cruise,18.26,53.30,1.15,2.31,-1.35,18.56,2,156.05,-162.26,-162.35,done
88378,running,cruise,18.19,53.28,1.26,2.31,-1.35,18.49,2,156.14,-162.26,-162.25,done
88436,running,cruise,18.12,53.26,1.25,2.31,-1.34,18.42,2,156.23,-161.75,-162.03,done
88494,running,cruise,18.05,53.24,1.40,2.31,-1.34,18.34,2,156.32,-161.75,-161.85,done
88553,running,cruise,17.97,53.21,1.27,2.28,-1.36,18.26,2,156.42,-164.62,-162.61,done
88611,running,cruise,17.91,53.19,1.28,2.26,-1.37,18.19,2,156.51,-163.24,-162.93,done
88669,running,cruise,17.82,53.17,1.62,2.26,-1.37,18.10,2,156.60,-163.24,-162.98,done
88727,running,cruise,17.74,53.14,1.39,2.23,-1.38,18.01,2,156.69,-164.86,-163.50,done
88787,running,cruise,17.66,53.12,1.40,2.21,-1.39,17.94,2,156.79,-164.86,-163.98,done
88845,running,cruise,17.58,53.09,1.58,2.23,-1.39,17.85,2,156.88,-161.94,-163.38,done
88903,running,cruise,17.48,53.06,1.72,2.25,-1.38,17.75,2,156.97,-161.94,-162.73,done
88961,running,cruise,17.39,53.04,1.56,2.23,-1.39,17.66,2,157.06,-164.62,-163.16,done
89019,running,cruise,17.30,53.01,1.86,2.22,-1.39,17.56,2,157.16,-162.57,-163.06,done
89078,running,cruise,17.19,52.97,1.97,2.23,-1.39,17.45,2,157.25,-162.57,-162.79,done
89136,running,cruise,17.08,52.94,1.99,2.23,-1.38,17.33,2,157.34,-161.86,-162.42,done
89195,running,cruise,16.95,52.90,2.30,2.23,-1.38,17.20,2,157.44,-161.86,-162.12,done
89253,running,cruise,16.82,52.86,2.42,2.26,-1.37,17.06,2,157.53,-158.74,-161.01,done
89312,running,cruise,16.68,52.80,2.74,2.29,-1.35,16.91,2,157.62,-158.74,-160.03,done
89370,running,cruise,16.53,52.75,2.75,2.27,-1.37,16.75,2,157.71,-161.86,-160.38,done
89428,running,cruise,16.37,52.69,2.94,2.23,-1.38,16.59,2,157.80,-162.46,-161.09,done
89487,running,cruise,16.21,52.64,2.98,2.20,-1.40,16.42,2,157.90,-162.46,-161.57,done
89545,running,cruise,16.04,52.58,3.12,2.18,-1.41,16.24,2,157.99,-162.75,-161.94,done
89604,running,cruise,15.87,52.53,2.76,2.16,-1.42,16.07,2,158.09,-162.75,-162.20,done
89662,running,cruise,15.73,52.48,2.57,2.18,-1.41,15.92,2,158.18,-159.71,-161.43,done
89720,running,cruise,15.59,52.44,2.47,2.20,-1.40,15.78,2,158.28,-159.71,-160.67,done
89780,running,cruise,15.47,52.39,1.93,2.18,-1.41,15.65,2,158.37,-162.03,-160.91,done
89838,running,cruise,15.37,52.36,1.55,2.19,-1.40,15.55,2,158.47,-159.11,-160.41,done
89896,running,cruise,15.30,52.33,1.25,2.21,-1.40,15.48,2,158.56,-159.11,-159.81,done
89954,running,cruise,15.23,52.31,1.37,2.23,-1.38,15.40,2,158.65,-157.77,-159.06,done
90012,running,cruise,15.15,52.28,1.39,2.25,-1.38,15.32,2,158.75,-157.77,-158.47,done
90070,running,cruise,15.08,52.25,1.36,2.24,-1.38,15.24,2,158.84,-159.24,-158.56,done
90129,running,cruise,15.00,52.22,1.39,2.23,-1.39,15.17,2,158.93,-159.24,-158.76,done
90191,running,cruise,14.93,52.19,1.21,2.21,-1.40,15.09,2,159.02,-160.01,-159.12,done
90306,running,cruise,14.79,52.14,1.35,2.16,-1.42,14.95,2,159.21,-162.73,-160.16,done
90420,running,cruise,14.66,52.09,1.18,2.16,-1.42,14.80,2,159.39,-158.61,-159.81,done
90512,running,cruise,14.56,52.05,1.04,2.19,-1.40,14.70,2,159.55,-157.55,-158.89,done
90570,running,cruise,14.46,52.02,2.37,2.20,-1.40,14.60,2,159.64,-158.39,-158.54,done
90629,running,cruise,14.32,51.96,2.57,2.19,-1.40,14.46,2,159.74,-158.39,-158.41,done
90687,running,cruise,14.20,51.91,2.18,2.14,-1.43,14.32,2,159.83,-162.62,-159.60,done
90745,running,cruise,14.07,51.86,2.49,2.15,-1.42,14.19,2,159.93,-156.89,-159.01,done
90804,running,cruise,13.92,51.80,3.04,2.18,-1.41,14.03,2,160.03,-156.89,-158.09,done
90863,running,cruise,13.75,51.74,2.98,2.19,-1.40,13.86,2,160.12,-156.41,-157.39,done
90921,running,cruise,13.60,51.67,2.77,2.20,-1.40,13.70,2,160.21,-156.41,-156.93,done
90979,running,cruise,13.44,51.60,3.16,2.15,-1.42,13.53,2,160.31,-160.06,-157.75,done
91038,running,cruise,13.26,51.54,3.24,2.11,-1.44,13.35,2,160.40,-160.06,-158.61,done
91096,running,cruise,13.08,51.47,3.38,2.11,-1.45,13.17,2,160.50,-157.57,-158.37,done
91154,running,cruise,12.91,51.39,2.96,2.16,-1.42,12.99,2,160.60,-152.99,-156.59,done
91213,running,cruise,12.76,51.33,2.78,2.21,-1.40,12.83,2,160.69,-152.99,-155.08,done
91276,running,cruise,12.60,51.25,2.90,2.21,-1.40,12.66,2,160.79,-155.02,-154.78,done
91334,running,cruise,12.44,51.18,2.86,2.20,-1.40,12.50,2,160.89,-155.02,-154.81,done
91397,running,cruise,12.29,51.10,2.69,2.16,-1.42,12.34,2,160.99,-156.65,-155.31,done
91456,running,cruise,12.15,51.04,2.50,2.13,-1.43,12.19,2,161.08,-157.07,-155.90,done
91515,running,cruise,12.02,50.98,2.31,2.11,-1.45,12.06,2,161.18,-157.07,-156.29,done
91573,running,cruise,11.90,50.93,2.04,2.12,-1.44,11.94,2,161.28,-153.92,-155.58,done
91638,running,cruise,11.79,50.88,1.95,2.14,-1.43,11.82,2,161.38,-153.92,-154.83,done
91698,running,cruise,11.68,50.83,2.21,2.11,-1.45,11.71,2,161.48,-157.71,-155.54,done
91759,running,cruise,11.55,50.77,2.30,2.06,-1.47,11.58,2,161.58,-158.43,-156.55,done
91819,running,cruise,11.42,50.72,2.22,2.02,-1.49,11.45,2,161.69,-158.43,-157.23,done
91877,running,cruise,11.31,50.67,2.09,2.01,-1.50,11.33,2,161.78,-157.57,-157.38,done
91937,running,cruise,11.18,50.62,2.46,2.00,-1.50,11.20,2,161.89,-157.57,-157.38,done
91996,running,cruise,11.04,50.56,2.58,2.00,-1.50,11.05,2,161.99,-156.68,-157.11,done
92055,running,cruise,10.91,50.50,2.24,2.00,-1.50,10.92,2,162.09,-156.68,-156.86,done
92114,running,cruise,10.79,50.45,2.28,2.01,-1.50,10.80,2,162.19,-155.61,-156.39,done
92174,running,cruise,10.66,50.39,2.39,1.98,-1.51,10.67,2,162.29,-158.38,-156.83,done
92233,running,cruise,10.53,50.34,2.27,1.95,-1.52,10.54,2,162.39,-158.38,-157.38,done
92292,running,cruise,10.41,50.29,2.16,1.97,-1.51,10.42,2,162.50,-154.76,-156.61,done
92352,running,cruise,10.29,50.24,2.20,1.99,-1.50,10.30,2,162.60,-154.76,-155.79,done
92414,running,cruise,10.17,50.18,2.20,2.01,-1.50,10.18,2,162.71,-154.28,-155.15,done
92472,running,cruise,10.06,50.13,2.32,2.00,-1.50,10.06,2,162.80,-155.53,-155.11,done
92531,running,cruise,9.93,50.07,2.64,1.99,-1.51,9.93,2,162.91,-155.53,-155.20,done
92589,running,cruise,9.77,50.00,2.99,1.95,-1.52,9.77,2,163.01,-157.16,-155.75,done
92647,running,cruise,9.62,49.93,2.91,1.92,-1.54,9.62,2,163.11,-157.16,-156.24,done
92706,running,cruise,9.46,49.86,2.80,1.93,-1.53,9.46,2,163.21,-154.05,-155.59,done
92764,running,cruise,9.31,49.79,2.97,1.95,-1.53,9.31,2,163.31,-154.05,-154.90,done
92823,running,cruise,9.15,49.71,3.16,1.93,-1.53,9.15,2,163.41,-155.60,-154.95,done
92881,running,cruise,8.98,49.63,3.19,1.98,-1.51,8.99,2,163.51,-149.94,-153.42,done
92940,running,cruise,8.81,49.55,3.26,2.03,-1.49,8.82,2,163.61,-149.94,-151.95,done
92998,running,cruise,8.64,49.45,3.51,2.03,-1.49,8.66,2,163.71,-151.41,-151.51,done
93056,running,cruise,8.46,49.35,3.49,2.02,-1.49,8.48,2,163.81,-151.41,-151.40,done
93115,running,cruise,8.30,49.27,2.83,2.01,-1.50,8.33,2,163.91,-151.50,-151.35,done
93173,running,cruise,8.15,49.19,2.74,1.97,-1.52,8.19,2,164.01,-153.51,-151.94,done
93231,running,cruise,8.01,49.11,2.86,1.93,-1.53,8.06,2,164.11,-153.51,-152.49,done
93290,running,cruise,7.87,49.04,2.58,1.93,-1.53,7.93,2,164.21,-151.44,-152.20,done
93348,running,cruise,7.75,48.98,2.04,1.94,-1.53,7.82,2,164.32,-151.44,-151.82,done
93407,running,cruise,7.65,48.92,1.89,1.96,-1.52,7.73,2,164.42,-149.88,-151.12,done
93465,running,cruise,7.56,48.87,1.96,1.97,-1.51,7.64,2,164.52,-149.88,-150.55,done
93524,running,cruise,7.46,48.81,1.71,1.99,-1.50,7.55,2,164.62,-148.66,-149.84,done
93582,running,cruise,7.37,48.76,1.64,2.01,-1.50,7.48,2,164.72,-148.84,-149.34,done
93641,running,cruise,7.29,48.71,1.66,2.01,-1.49,7.40,2,164.82,-148.84,-149.06,done
93699,running,cruise,7.20,48.66,1.84,2.01,-1.50,7.33,2,164.92,-149.12,-148.99,done
93757,running,cruise,7.12,48.61,1.65,2.00,-1.50,7.25,2,165.02,-149.12,-148.97,done
93816,running,cruise,7.03,48.56,1.67,2.01,-1.50,7.18,2,165.12,-147.91,-148.59,done
93874,running,cruise,6.94,48.50,1.87,2.02,-1.49,7.10,2,165.22,-147.91,-148.24,done
93933,running,cruise,6.85,48.45,1.79,2.00,-1.50,7.02,2,165.32,-149.07,-148.38,done
93991,running,cruise,6.76,48.39,1.73,2.02,-1.49,6.95,2,165.42,-146.60,-147.84,done
94049,running,cruise,6.68,48.34,1.65,2.03,-1.48,6.89,2,165.52,-146.60,-147.26,done
94108,running,cruise,6.60,48.28,1.88,2.05,-1.48,6.82,2,165.61,-146.24,-146.82,done
94166,running,cruise,6.51,48.23,1.64,2.05,-1.47,6.75,2,165.71,-146.24,-146.51,done
94224,running,cruise,6.43,48.18,1.52,2.01,-1.49,6.69,2,165.81,-149.16,-147.21,done
94283,running,cruise,6.35,48.13,1.57,1.97,-1.51,6.62,2,165.91,-149.16,-147.92,done
94341,running,cruise,6.27,48.08,1.62,1.98,-1.51,6.56,2,166.01,-146.88,-147.65,done
94400,running,cruise,6.19,48.03,1.62,1.97,-1.51,6.50,2,166.11,-148.01,-147.61,done
94458,running,cruise,6.11,47.97,1.86,1.96,-1.52,6.44,2,166.21,-148.01,-147.69,done
94516,running,cruise,6.01,47.91,1.84,1.98,-1.51,6.37,2,166.31,-145.30,-146.93,done
94574,running,cruise,5.93,47.86,1.61,2.01,-1.50,6.31,2,166.41,-145.30,-146.20,done
94633,running,cruise,5.86,47.81,1.43,2.03,-1.48,6.26,2,166.51,-144.53,-145.53,done
94691,running,cruise,5.78,47.76,1.84,1.97,-1.51,6.20,2,166.61,-149.67,-146.60,done
94749,running,cruise,5.69,47.69,1.97,1.91,-1.54,6.14,2,166.71,-149.67,-147.76,done
94808,running,cruise,5.60,47.64,1.66,1.91,-1.55,6.08,2,166.82,-147.01,-147.64,done
94867,running,cruise,5.52,47.59,1.82,1.92,-1.54,6.02,2,166.92,-147.01,-147.31,done
94925,running,cruise,5.41,47.52,2.26,1.94,-1.53,5.95,2,167.02,-144.76,-146.43,done
94983,running,cruise,5.31,47.45,2.07,1.97,-1.52,5.89,2,167.12,-144.76,-145.68,done
95041,running,cruise,5.21,47.38,2.18,1.98,-1.51,5.83,2,167.22,-144.42,-145.14,done
95100,running,cruise,5.10,47.30,2.55,1.97,-1.52,5.77,2,167.32,-145.81,-145.19,done
95158,running,cruise,4.99,47.23,2.06,1.95,-1.53,5.71,2,167.42,-145.81,-145.37,done
95216,running,cruise,4.91,47.17,1.66,2.00,-1.50,5.66,2,167.52,-141.40,-144.14,done
95275,running,cruise,4.83,47.11,1.77,2.04,-1.48,5.63,2,167.62,-141.40,-142.96,done
95333,running,cruise,4.73,47.04,1.99,2.03,-1.49,5.58,2,167.72,-144.30,-143.14,done
95392,running,cruise,4.65,46.98,1.57,2.00,-1.50,5.55,2,167.82,-144.30,-143.53,done
95450,running,cruise,4.58,46.93,1.73,1.95,-1.53,5.52,2,167.92,-146.59,-144.46,done
95508,running,cruise,4.48,46.86,2.23,1.93,-1.53,5.47,2,168.02,-144.12,-144.49,done
95567,running,cruise,4.38,46.79,2.03,1.93,-1.53,5.44,2,168.12,-144.12,-144.27,done
95625,running,cruise,4.28,46.72,2.14,1.92,-1.54,5.40,2,168.23,-145.04,-144.41,done
95684,running,cruise,4.18,46.64,2.11,1.90,-1.55,5.36,2,168.33,-145.04,-144.59,done
95742,running,cruise,4.08,46.57,1.84,1.97,-1.51,5.33,2,168.43,-138.56,-142.74,done
95801,running,cruise,4.00,46.51,1.49,2.05,-1.47,5.31,2,168.53,-138.56,-140.98,done
95860,running,cruise,3.93,46.45,1.65,2.02,-1.49,5.30,2,168.63,-143.46,-141.42,done
95918,running,cruise,3.86,46.39,1.66,2.00,-1.50,5.28,2,168.73,-141.55,-141.59,done
95976,running,cruise,3.79,46.33,1.41,2.00,-1.50,5.27,2,168.83,-141.55,-141.50,done
