T_ms,lifecycle,substate,x,y,speed,adv_v,turn_v,dist_wp,wps_left,yaw_odo,yaw_mag,yaw_fused,cal_status
17745,running,cruise,23.78,-1.19,2.34,1.96,1.52,26.24,4,-26.60,-8.17,-8.05,done
17805,running,cruise,23.92,-1.21,2.39,1.76,1.62,26.11,4,-26.68,-7.27,-7.80,done
17864,running,cruise,24.06,-1.23,2.58,1.38,1.81,25.97,4,-26.77,-5.95,-7.13,done
17925,running,cruise,24.22,-1.24,2.22,1.43,1.28,25.81,4,-26.86,-5.95,-6.73,done
17982,running,cruise,24.31,-1.25,1.29,1.66,1.20,25.72,4,-26.93,-7.28,-7.00,done
18041,running,cruise,24.38,-1.26,1.51,1.89,1.20,25.65,4,-26.99,-7.28,-7.16,done
18100,running,cruise,24.49,-1.28,2.01,2.13,1.13,25.54,4,-27.05,-8.36,-7.68,done
18158,running,cruise,24.61,-1.29,1.87,2.37,1.16,25.42,4,-27.10,-7.67,-7.72,done
18217,running,cruise,24.70,-1.31,1.24,2.60,1.17,25.34,4,-27.16,-7.67,-7.74,done
18275,running,cruise,24.78,-1.32,1.77,2.33,1.33,25.25,4,-27.23,-5.69,-6.97,done
18334,running,cruise,24.92,-1.33,2.56,2.09,1.46,25.12,4,-27.30,-5.69,-6.51,done
18392,running,cruise,25.05,-1.35,1.71,2.08,1.46,24.99,4,-27.37,-6.88,-6.72,done
18451,running,cruise,25.12,-1.36,1.01,2.07,1.46,24.92,4,-27.45,-6.88,-6.84,done
18512,running,cruise,25.21,-1.37,2.02,1.92,1.54,24.82,4,-27.53,-6.09,-6.60,done
18570,running,cruise,25.33,-1.38,1.78,1.82,1.59,24.71,4,-27.61,-6.35,-6.56,done
18628,running,cruise,25.41,-1.39,1.23,1.75,1.62,24.63,4,-27.69,-6.35,-6.54,done
18687,running,cruise,25.51,-1.40,2.07,1.62,1.69,24.53,4,-27.78,-6.01,-6.39,done
18744,running,cruise,25.63,-1.42,2.14,1.49,1.76,24.41,4,-27.87,-6.01,-6.30,done
18802,running,cruise,25.73,-1.43,1.37,1.43,1.78,24.31,4,-27.96,-6.34,-6.39,done
18859,running,cruise,25.81,-1.43,1.54,1.39,1.81,24.24,4,-28.05,-6.34,-6.44,done
18917,running,cruise,25.93,-1.45,2.41,1.21,1.69,24.12,4,-28.15,-4.88,-5.89,done
18975,running,cruise,26.05,-1.46,1.68,1.44,1.33,23.99,4,-28.23,-4.89,-5.54,done
19033,running,cruise,26.12,-1.47,0.95,1.67,1.38,23.92,4,-28.30,-4.89,-5.33,done
19091,running,cruise,26.20,-1.47,1.70,1.90,1.43,23.85,4,-28.37,-4.89,-5.21,done
19150,running,cruise,26.30,-1.48,1.67,2.06,1.47,23.75,4,-28.44,-4.89,-5.13,done
19207,running,cruise,26.40,-1.49,1.52,2.13,1.44,23.65,4,-28.52,-5.91,-5.50,done
19266,running,cruise,26.48,-1.50,1.35,2.15,1.42,23.57,4,-28.59,-5.91,-5.72,done
19347,running,cruise,26.58,-1.51,1.20,2.28,1.36,23.47,4,-28.68,-6.87,-6.25,done
19414,running,cruise,26.65,-1.52,0.74,2.25,1.37,23.40,4,-28.77,-6.19,-6.29,done
19472,running,cruise,26.69,-1.52,0.68,2.19,1.40,23.36,4,-28.84,-5.93,-6.20,done
19531,running,cruise,26.73,-1.53,0.66,2.15,1.43,23.32,4,-28.92,-5.93,-6.15,done
19589,running,cruise,26.76,-1.53,0.27,2.38,1.28,23.29,4,-28.99,-8.08,-6.98,done
19648,running,cruise,26.78,-1.53,0.35,2.60,1.20,23.27,4,-29.05,-8.08,-7.47,done
19705,running,cruise,26.79,-1.54,0.30,2.78,1.11,23.26,4,-29.11,-8.68,-8.00,done
19764,running,cruise,26.82,-1.54,0.57,2.89,1.06,23.23,4,-29.16,-8.68,-8.31,done
19821,running,cruise,26.86,-1.54,0.78,2.64,1.18,23.19,4,-29.22,-6.67,-7.69,done
19879,running,cruise,26.91,-1.55,1.27,2.03,1.49,23.14,4,-29.28,-3.65,-6.12,done
19937,running,cruise,27.00,-1.56,1.50,1.62,1.69,23.05,4,-29.36,-3.65,-5.19,done
19994,running,cruise,27.06,-1.56,0.54,1.78,1.61,23.00,4,-29.45,-6.42,-5.75,done
20052,running,cruise,27.07,-1.57,0.36,1.90,1.55,22.98,4,-29.53,-6.42,-6.08,done
20110,running,cruise,27.13,-1.57,1.34,1.98,1.51,22.93,4,-29.61,-6.75,-6.41,done
20169,running,cruise,27.21,-1.58,1.30,2.00,1.50,22.85,4,-29.69,-6.75,-6.60,done
20227,running,cruise,27.26,-1.59,0.78,1.91,1.54,22.79,4,-29.77,-6.16,-6.49,done
20284,running,cruise,27.32,-1.59,1.26,1.66,1.67,22.73,4,-29.85,-4.95,-5.93,done
20342,running,cruise,27.41,-1.60,1.62,1.46,1.77,22.65,4,-29.94,-4.95,-5.61,done
20400,running,cruise,27.48,-1.61,0.94,1.69,1.63,22.58,4,-30.03,-7.61,-6.48,done
20457,running,cruise,27.51,-1.61,0.41,1.92,1.54,22.55,4,-30.11,-7.61,-6.99,done
20516,running,cruise,27.56,-1.62,1.18,2.15,1.41,22.50,4,-30.19,-8.70,-7.74,done
20573,running,cruise,27.64,-1.63,1.48,2.34,1.06,22.42,4,-30.26,-8.70,-8.18,done
20631,running,cruise,27.72,-1.64,1.26,2.58,0.69,22.35,4,-30.29,-8.68,-8.41,done
20690,running,cruise,27.78,-1.65,1.07,2.81,0.85,22.28,4,-30.33,-6.09,-7.50,done
20747,running,cruise,27.85,-1.66,1.54,3.04,0.95,22.21,4,-30.37,-6.09,-6.97,done
20805,running,cruise,27.95,-1.67,1.73,3.27,0.76,22.11,4,-30.41,-9.98,-8.21,done
20863,running,cruise,28.05,-1.69,1.73,3.50,0.65,22.01,4,-30.44,-9.98,-8.95,done
20921,running,cruise,28.16,-1.71,1.99,3.59,0.70,21.91,4,-30.47,-8.30,-8.71,done
20979,running,cruise,28.29,-1.73,2.44,3.50,0.75,21.78,4,-30.51,-8.30,-8.57,done
21037,running,cruise,28.43,-1.75,2.29,3.18,0.91,21.64,4,-30.54,-6.68,-7.84,done
21095,running,cruise,28.55,-1.76,2.30,2.71,1.15,21.52,4,-30.59,-4.91,-6.70,done
21153,running,cruise,28.70,-1.78,2.64,2.37,1.31,21.37,4,-30.65,-4.91,-6.03,done
21211,running,cruise,28.84,-1.79,2.08,2.16,1.42,21.24,4,-30.72,-5.06,-5.69,done
21269,running,cruise,28.95,-1.80,1.77,2.00,1.50,21.13,4,-30.79,-5.06,-5.49,done
21326,running,cruise,29.06,-1.81,2.09,1.66,1.67,21.02,4,-30.87,-3.67,-4.82,done
21384,running,cruise,29.18,-1.82,1.90,1.41,1.80,20.90,4,-30.96,-3.67,-4.43,done
21442,running,cruise,29.27,-1.83,1.42,1.47,1.63,20.81,4,-31.06,-4.93,-4.70,done
21499,running,cruise,29.34,-1.84,1.02,1.70,1.13,20.74,4,-31.13,-3.98,-4.46,done
21557,running,cruise,29.39,-1.84,0.89,1.93,1.17,20.69,4,-31.18,-3.98,-4.31,done
21615,running,cruise,29.45,-1.84,1.08,2.16,1.17,20.63,4,-31.24,-4.46,-4.41,done
21674,running,cruise,29.52,-1.85,1.18,2.40,1.17,20.56,4,-31.30,-4.46,-4.48,done
21732,running,cruise,29.58,-1.85,0.80,2.63,1.04,20.50,4,-31.35,-6.50,-5.33,done
21790,running,cruise,29.63,-1.86,0.89,2.86,0.96,20.46,4,-31.40,-6.50,-5.84,done
21848,running,cruise,29.68,-1.87,0.95,3.09,0.92,20.40,4,-31.45,-6.46,-6.12,done
21905,running,cruise,29.74,-1.87,1.10,3.04,0.98,20.35,4,-31.49,-5.40,-5.86,done
21963,running,cruise,29.81,-1.88,1.25,2.95,1.02,20.28,4,-31.54,-5.40,-5.71,done
22021,running,cruise,29.87,-1.88,0.68,3.08,0.96,20.22,4,-31.59,-6.67,-6.13,done
22078,running,cruise,29.89,-1.89,0.48,3.16,0.92,20.20,4,-31.64,-6.67,-6.38,done
22137,running,cruise,29.93,-1.89,0.64,3.31,0.85,20.16,4,-31.68,-7.44,-6.84,done
22195,running,cruise,29.96,-1.90,0.62,3.39,0.81,20.12,4,-31.72,-7.44,-7.11,done
22253,running,cruise,30.01,-1.90,0.91,3.40,0.80,20.08,4,-31.75,-7.23,-7.18,done
22311,running,cruise,30.07,-1.91,1.11,3.33,0.84,20.02,4,-31.79,-6.77,-7.05,done
22368,running,cruise,30.14,-1.92,1.15,3.27,0.86,19.96,4,-31.83,-6.77,-6.97,done
22426,running,cruise,30.20,-1.93,1.13,3.35,0.82,19.89,4,-31.87,-7.60,-7.25,done
22484,running,cruise,30.27,-1.93,1.30,3.39,0.80,19.83,4,-31.91,-7.60,-7.42,done
22542,running,cruise,30.36,-1.95,1.93,3.43,0.79,19.73,4,-31.94,-7.83,-7.61,done
22600,running,cruise,30.48,-1.96,2.14,3.43,0.79,19.62,4,-31.98,-7.83,-7.73,done
22658,running,cruise,30.60,-1.98,2.13,3.55,0.72,19.50,4,-32.01,-8.76,-8.17,done
22716,running,cruise,30.75,-2.00,3.11,3.12,0.94,19.35,4,-32.05,-5.74,-7.22,done
22774,running,cruise,30.95,-2.02,3.50,3.10,0.54,19.15,4,-32.09,-5.74,-6.66,done
22833,running,cruise,31.15,-2.05,3.17,3.33,0.43,18.96,4,-32.11,-7.79,-7.13,done
22890,running,cruise,31.32,-2.07,3.28,3.56,0.40,18.79,4,-32.13,-7.79,-7.41,done
22948,running,cruise,31.55,-2.10,4.44,3.80,0.48,18.57,4,-32.14,-6.48,-7.05,done
23006,running,cruise,31.81,-2.13,4.55,3.89,0.55,18.31,4,-32.16,-6.48,-6.84,done
23064,running,cruise,32.07,-2.16,4.27,4.12,0.38,18.06,4,-32.18,-9.51,-7.92,done
23122,running,cruise,32.31,-2.20,4.57,4.26,0.37,17.83,4,-32.19,-8.28,-8.08,done
23180,running,cruise,32.61,-2.24,5.50,4.46,-0.13,17.54,4,-32.19,-8.28,-8.16,done
23238,running,cruise,32.93,-2.28,5.85,4.69,0.03,17.22,4,-32.18,-5.85,-7.22,done
23296,running,cruise,33.29,-2.33,6.58,4.72,0.14,16.87,4,-32.17,-5.85,-6.67,done
23354,running,cruise,33.68,-2.37,6.99,4.49,0.26,16.49,4,-32.17,-5.40,-6.16,done
23411,running,cruise,34.09,-2.41,7.08,4.57,-0.16,16.09,4,-32.17,-5.40,-5.85,done
23469,running,cruise,34.46,-2.45,5.83,4.80,-0.08,15.73,4,-32.16,-4.61,-5.34,done
23532,running,cruise,34.85,-2.49,6.97,4.66,-0.17,15.35,4,-32.14,-6.39,-5.75,done
23594,running,cruise,35.33,-2.54,8.20,4.32,-0.46,14.88,4,-32.12,-6.39,-5.99,done
23652,running,cruise,35.80,-2.58,7.80,3.95,-0.51,14.43,4,-32.08,-3.08,-4.79,done
23710,running,cruise,36.23,-2.62,7.21,4.16,-0.42,14.02,4,-32.04,-3.08,-4.08,done
23770,running,cruise,36.67,-2.64,7.85,4.09,-0.53,13.59,4,-32.01,-1.52,-3.03,done
23830,running,cruise,37.16,-2.67,8.16,3.42,-0.79,13.11,4,-31.96,-3.47,-3.17,done
23890,running,cruise,37.64,-2.70,7.48,3.20,-0.90,12.65,4,-31.90,-3.47,-3.25,done
23951,running,cruise,38.07,-2.72,7.53,2.75,-1.26,12.23,4,-31.83,-1.77,-2.60,done
24010,running,cruise,38.56,-2.74,7.56,2.34,-1.33,11.77,4,-31.74,-1.77,-2.20,done
24069,running,cruise,38.94,-2.75,5.73,2.57,-1.15,11.39,4,-31.66,1.44,-0.68,done
24127,running,cruise,39.22,-2.75,4.56,2.24,-1.38,11.12,4,-31.58,2.28,0.57,done
24186,running,cruise,39.50,-2.74,4.86,2.34,-1.33,10.85,4,-31.49,2.28,1.33,done
24246,running,cruise,39.77,-2.74,3.97,2.55,-1.22,10.59,4,-31.40,3.69,2.34,done
24305,running,cruise,39.97,-2.73,3.08,2.68,-1.16,10.39,4,-31.32,3.69,2.94,done
24364,running,cruise,40.15,-2.72,3.19,2.33,-1.34,10.22,4,-31.24,1.29,2.34,done
24423,running,cruise,40.34,-2.71,3.03,1.66,-1.86,10.04,4,-31.14,1.29,1.99,done
24482,running,cruise,40.50,-2.71,2.53,1.06,-1.97,9.88,4,-31.02,1.21,1.77,done
24539,running,cruise,40.60,-2.70,0.94,1.28,-1.85,9.78,4,-30.90,3.86,2.70,done
24598,running,cruise,40.62,-2.70,0.01,1.49,-1.75,9.76,4,-30.79,3.86,3.25,done
24661,running,cruise,40.64,-2.70,0.92,1.29,-1.86,9.74,4,-30.66,1.76,2.74,done
24718,running,cruise,40.71,-2.70,0.96,1.12,-1.94,9.68,4,-30.54,1.76,2.44,done
24777,running,cruise,40.72,-2.70,-0.22,1.00,-2.01,9.66,4,-30.42,1.32,2.08,done
24834,running,cruise,40.71,-2.70,-0.18,1.00,-2.04,9.68,4,-30.29,1.32,1.87,done
24892,running,cruise,40.71,-2.70,0.27,1.05,-1.98,9.67,4,-30.17,2.57,2.25,done
24950,running,cruise,40.71,-2.70,-0.25,1.25,-1.88,9.67,4,-30.05,3.39,2.80,done
25008,running,cruise,40.70,-2.70,0.09,1.37,-1.81,9.68,4,-29.93,3.39,3.12,done
25066,running,cruise,40.73,-2.70,0.83,1.13,-1.94,9.65,4,-29.81,1.42,2.53,done
25124,running,cruise,40.79,-2.69,0.90,1.00,-2.03,9.60,4,-29.69,1.42,2.17,done
25183,running,cruise,40.83,-2.69,0.39,1.02,-1.99,9.56,4,-29.56,2.61,2.44,done
25240,running,cruise,40.84,-2.69,0.26,1.25,-1.80,9.55,4,-29.44,4.86,3.50,done
25298,running,cruise,40.86,-2.69,0.41,1.48,-1.69,9.52,4,-29.33,4.86,4.13,done
25356,running,cruise,40.89,-2.69,0.55,1.40,-1.80,9.50,4,-29.22,2.64,3.62,done
25414,running,cruise,40.93,-2.69,0.83,1.25,-1.88,9.46,4,-29.10,2.64,3.31,done
25472,running,cruise,40.97,-2.68,0.49,1.11,-1.95,9.42,4,-28.99,2.37,3.02,done
25530,running,cruise,41.00,-2.68,0.50,1.02,-1.99,9.40,4,-28.86,2.37,2.85,done
25588,running,cruise,41.02,-2.68,0.44,1.12,-1.94,9.37,4,-28.74,3.47,3.19,done
25645,running,cruise,41.04,-2.68,0.17,1.25,-1.87,9.35,4,-28.62,3.93,3.58,done
25704,running,cruise,41.05,-2.68,0.11,1.34,-1.83,9.35,4,-28.50,3.93,3.81,done
25762,running,cruise,41.06,-2.68,0.41,1.28,-1.86,9.33,4,-28.38,3.30,3.69,done
25819,running,cruise,41.10,-2.68,0.70,1.22,-1.89,9.30,4,-28.27,3.30,3.62,done
25877,running,cruise,41.14,-2.67,0.69,1.18,-1.91,9.26,4,-28.15,3.39,3.62,done
25935,running,cruise,41.18,-2.67,0.70,1.14,-1.93,9.22,4,-28.03,3.39,3.62,done
25993,running,cruise,41.22,-2.67,0.72,1.13,-1.94,9.18,4,-27.91,3.55,3.68,done
26051,running,cruise,41.25,-2.67,0.34,1.36,-1.81,9.15,4,-27.79,5.28,4.41,done
26109,running,cruise,41.27,-2.66,0.24,1.55,-1.73,9.13,4,-27.67,5.28,4.85,done
26167,running,cruise,41.28,-2.66,0.39,1.62,-1.69,9.11,4,-27.57,5.20,5.07,done
26225,running,cruise,41.31,-2.66,0.54,1.65,-1.68,9.09,4,-27.46,5.20,5.20,done
26282,running,cruise,41.34,-2.66,0.58,1.40,-1.88,9.06,4,-27.35,4.47,4.99,done
26340,running,cruise,41.39,-2.65,1.08,1.00,-2.18,9.01,4,-27.22,4.47,4.88,done
26398,running,cruise,41.43,-2.65,0.21,1.00,-2.06,8.97,4,-27.09,6.59,5.66,done
26457,running,cruise,41.42,-2.65,-0.20,1.00,-2.09,8.98,4,-26.96,4.91,5.46,done
26515,running,cruise,41.44,-2.65,0.57,1.00,-2.12,8.96,4,-26.83,4.91,5.34,done
26572,running,cruise,41.47,-2.65,0.45,1.00,-2.23,8.93,4,-26.69,3.80,4.82,done
26630,running,cruise,41.48,-2.65,-0.06,1.00,-2.28,8.92,4,-26.55,3.80,4.52,done
26689,running,cruise,41.49,-2.64,0.42,1.00,-2.20,8.91,4,-26.41,5.56,5.04,done
26747,running,cruise,41.52,-2.64,0.57,1.00,-2.16,8.88,4,-26.28,5.56,5.35,done
26804,running,cruise,41.54,-2.64,0.31,1.00,-2.22,8.86,4,-26.14,4.38,5.06,done
26862,running,cruise,41.57,-2.64,0.55,1.00,-2.10,8.83,4,-26.01,6.71,5.82,done
26920,running,cruise,41.61,-2.63,0.81,1.00,-2.03,8.80,4,-25.88,6.71,6.28,done
26978,running,cruise,41.65,-2.63,0.60,1.00,-2.06,8.75,4,-25.75,5.95,6.24,done
27036,running,cruise,41.67,-2.63,0.27,1.00,-2.07,8.73,4,-25.62,5.95,6.22,done
27094,running,cruise,41.69,-2.62,0.31,1.00,-2.12,8.72,4,-25.49,5.44,6.01,done
27153,running,cruise,41.71,-2.62,0.55,1.00,-2.15,8.69,4,-25.36,5.44,5.88,done
27211,running,cruise,41.75,-2.62,0.36,1.11,-1.90,8.66,4,-25.23,9.25,7.33,done
27268,running,cruise,41.75,-2.62,-0.10,1.34,-1.63,8.66,4,-25.12,10.88,8.84,done
27326,running,cruise,41.75,-2.62,0.06,1.57,-1.46,8.66,4,-25.01,10.88,9.73,done
27393,running,cruise,41.76,-2.62,0.17,1.60,-1.70,8.65,4,-24.91,6.38,8.47,done
27478,running,cruise,41.80,-2.61,0.75,1.31,-1.85,8.61,4,-24.74,6.38,7.75,done
27536,running,cruise,41.85,-2.60,0.90,1.00,-2.01,8.56,4,-24.62,5.57,6.97,done
27594,running,cruise,41.89,-2.60,0.42,1.00,-2.03,8.52,4,-24.49,6.78,6.99,done
27653,running,cruise,41.88,-2.60,-0.33,1.00,-2.03,8.52,4,-24.36,6.78,7.00,done
27711,running,cruise,41.88,-2.60,0.10,1.00,-2.04,8.53,4,-24.24,6.55,6.92,done
27769,running,cruise,41.89,-2.60,0.21,1.00,-2.05,8.52,4,-24.11,6.55,6.86,done
27827,running,cruise,41.89,-2.60,-0.04,1.17,-1.86,8.51,4,-23.98,9.31,7.94,done
27884,running,cruise,41.89,-2.60,0.17,1.27,-1.86,8.51,4,-23.87,7.62,7.90,done
27942,running,cruise,41.93,-2.59,0.81,1.23,-1.88,8.48,4,-23.75,7.62,7.87,done
28000,running,cruise,41.97,-2.59,0.65,1.08,-1.96,8.44,4,-23.63,6.86,7.56,done
28058,running,cruise,42.00,-2.58,0.65,1.00,-2.01,8.41,4,-23.51,6.86,7.37,done
28116,running,cruise,42.05,-2.58,0.82,1.22,-1.86,8.36,4,-23.38,9.38,8.27,done
28174,running,cruise,42.08,-2.57,0.53,1.45,-1.78,8.32,4,-23.27,9.38,8.80,done
28232,running,cruise,42.11,-2.57,0.53,1.54,-1.73,8.30,4,-23.15,9.32,9.09,done
28290,running,cruise,42.16,-2.56,1.14,1.27,-1.86,8.25,4,-23.04,7.44,8.51,done
28348,running,cruise,42.23,-2.55,1.09,1.07,-1.96,8.18,4,-22.92,7.44,8.17,done
28406,running,cruise,42.28,-2.54,0.48,1.05,-1.98,8.13,4,-22.80,8.06,8.22,done
28464,running,cruise,42.29,-2.54,0.16,1.04,-1.98,8.12,4,-22.68,8.06,8.24,done
28522,running,cruise,42.29,-2.54,-0.15,1.27,-1.87,8.12,4,-22.55,9.46,8.82,done
28579,running,cruise,42.29,-2.54,0.15,1.40,-1.80,8.12,4,-22.44,9.46,9.16,done
28638,running,cruise,42.30,-2.54,0.08,1.12,-1.94,8.11,4,-22.32,7.16,8.45,done
28696,running,cruise,42.30,-2.54,-0.07,1.35,-1.67,8.11,4,-22.21,11.72,9.85,done
28754,running,cruise,42.28,-2.54,-0.34,1.58,-1.50,8.12,4,-22.10,11.72,10.67,done
28812,running,cruise,42.27,-2.55,-0.17,1.81,-1.57,8.14,4,-22.01,9.55,10.30,done
28869,running,cruise,42.28,-2.54,0.55,1.77,-1.62,8.13,4,-21.91,9.55,10.07,done
28927,running,cruise,42.32,-2.54,0.86,1.70,-1.65,8.09,4,-21.80,9.66,9.99,done
28985,running,cruise,42.37,-2.53,0.69,1.64,-1.68,8.04,4,-21.70,9.66,9.93,done
29043,running,cruise,42.40,-2.52,0.59,1.65,-1.68,8.01,4,-21.59,9.95,10.02,done
29101,running,cruise,42.44,-2.51,1.13,1.00,-2.21,7.96,4,-21.47,9.28,9.81,done
29159,running,cruise,42.52,-2.50,1.12,1.00,-2.27,7.89,4,-21.33,9.28,9.70,done
29217,running,cruise,42.56,-2.50,0.30,1.00,-2.17,7.85,4,-21.19,11.14,10.38,done
29275,running,cruise,42.57,-2.49,0.42,1.00,-2.10,7.83,4,-21.06,11.14,10.79,done
29333,running,cruise,42.61,-2.49,0.73,1.00,-2.09,7.80,4,-20.93,11.03,10.98,done
29391,running,cruise,42.64,-2.48,0.36,1.09,-1.95,7.76,4,-20.80,12.85,11.83,done
29449,running,cruise,42.64,-2.48,-0.24,1.28,-1.86,7.77,4,-20.68,12.85,12.33,done
29507,running,cruise,42.63,-2.48,0.14,1.24,-1.88,7.77,4,-20.56,11.75,12.19,done
29565,running,cruise,42.66,-2.47,0.74,1.18,-1.91,7.74,4,-20.44,11.75,12.10,done
29623,running,cruise,42.70,-2.47,0.67,1.12,-1.94,7.70,4,-20.32,11.71,12.04,done
29688,running,cruise,42.74,-2.46,0.43,1.08,-1.96,7.67,4,-20.18,11.71,12.01,done
29747,running,cruise,42.75,-2.45,0.15,1.24,-1.88,7.65,4,-20.06,12.96,12.49,done
29809,running,cruise,42.76,-2.45,0.29,1.10,-1.95,7.64,4,-19.93,11.38,12.14,done
29867,running,cruise,42.78,-2.45,0.34,1.01,-2.00,7.62,4,-19.81,11.38,11.92,done
29925,running,cruise,42.80,-2.44,0.42,1.00,-2.08,7.60,4,-19.68,10.63,11.50,done
29983,running,cruise,42.82,-2.44,0.20,1.00,-2.14,7.58,4,-19.55,10.63,11.25,done
30044,running,cruise,42.83,-2.44,0.18,1.00,-2.19,7.58,4,-19.41,10.31,10.98,done
30103,running,cruise,42.85,-2.44,0.41,1.00,-2.04,7.56,4,-19.27,12.87,11.84,done
30162,running,cruise,42.87,-2.43,0.34,1.09,-1.96,7.54,4,-19.15,12.87,12.35,done
30223,running,cruise,42.89,-2.43,0.43,1.07,-1.97,7.51,4,-19.02,12.10,12.35,done
30284,running,cruise,42.93,-2.42,0.73,1.03,-1.99,7.48,4,-18.89,12.10,12.35,done
30343,running,cruise,42.97,-2.41,0.82,1.00,-2.04,7.43,4,-18.76,11.70,12.18,done
30402,running,cruise,43.01,-2.40,0.74,1.00,-2.08,7.39,4,-18.63,11.70,12.09,done
30462,running,cruise,43.06,-2.39,0.99,1.00,-2.08,7.34,4,-18.50,12.12,12.20,done
30522,running,cruise,43.12,-2.38,1.06,1.00,-2.08,7.27,4,-18.36,12.38,12.37,done
30580,running,cruise,43.18,-2.36,0.97,1.00,-2.09,7.21,4,-18.23,12.38,12.47,done
30640,running,cruise,43.24,-2.35,0.99,1.14,-1.89,7.16,4,-18.10,15.08,13.62,done
30701,running,cruise,43.30,-2.33,1.14,1.38,-1.79,7.09,4,-17.98,15.08,14.30,done
30760,running,cruise,43.37,-2.32,1.42,1.51,-1.75,7.02,4,-17.86,15.04,14.68,done
30818,running,cruise,43.47,-2.29,2.17,1.10,-1.95,6.92,4,-17.75,12.55,13.91,done
30879,running,cruise,43.60,-2.26,2.12,1.00,-2.59,6.79,4,-17.60,12.55,13.48,done
30937,running,cruise,43.70,-2.23,1.69,1.00,-2.71,6.68,4,-17.44,12.22,13.09,done
30995,running,cruise,43.83,-2.21,2.57,1.00,-2.83,6.55,4,-17.27,12.22,12.87,done
31053,running,cruise,43.98,-2.17,2.73,1.00,-2.89,6.40,4,-17.09,13.10,13.09,done
31117,running,cruise,44.14,-2.13,2.62,1.00,-2.97,6.23,4,-16.90,13.10,13.24,done
31175,running,cruise,44.30,-2.09,2.89,1.00,-2.92,6.07,4,-16.72,15.03,14.10,done
31233,running,cruise,44.45,-2.05,2.59,1.00,-2.72,5.91,4,-16.54,17.77,15.70,done
31291,running,cruise,44.61,-2.01,2.88,1.00,-2.64,5.76,4,-16.38,17.77,16.66,done
31349,running,cruise,44.77,-1.96,2.93,1.00,-3.07,5.59,4,-16.20,17.28,17.04,done
31406,running,cruise,44.93,-1.91,2.73,1.00,-3.14,5.42,4,-16.01,17.28,17.28,done
31464,running,cruise,45.08,-1.86,2.90,1.00,-3.18,5.26,4,-15.82,17.86,17.65,done
31522,running,cruise,45.23,-1.81,2.57,1.00,-3.24,5.10,4,-15.63,18.01,17.94,done
31580,running,cruise,45.36,-1.77,2.11,1.00,-3.31,4.97,4,-15.43,18.01,18.12,done
31638,running,cruise,45.48,-1.73,2.05,1.00,-3.25,4.84,4,-15.23,19.77,18.93,done
31696,running,cruise,45.58,-1.70,1.67,1.00,-3.24,4.74,4,-15.03,19.77,19.42,done
31754,running,cruise,45.65,-1.67,1.14,1.00,-3.27,4.66,4,-14.83,19.38,19.55,done
31812,running,cruise,45.71,-1.65,1.14,1.00,-3.31,4.60,4,-14.63,19.38,19.63,done
31870,running,cruise,45.78,-1.63,1.24,1.00,-3.37,4.52,4,-14.43,19.22,19.62,done
31928,running,cruise,45.84,-1.61,0.86,1.00,-3.32,4.46,4,-14.23,20.50,20.13,done
31986,running,cruise,45.87,-1.59,0.60,1.00,-3.52,4.42,4,-14.02,20.50,20.43,done
32044,running,cruise,45.91,-1.58,0.70,1.00,-3.51,4.39,4,-13.81,20.48,20.61,done
32101,running,cruise,45.95,-1.57,0.68,1.00,-3.53,4.35,4,-13.59,20.48,20.72,done
32160,running,cruise,45.99,-1.55,0.76,1.00,-3.40,4.30,4,-13.38,22.65,21.65,done
32218,running,cruise,46.02,-1.54,0.42,1.00,-3.33,4.27,4,-13.18,22.65,22.21,done
32276,running,cruise,46.04,-1.53,0.45,1.00,-3.35,4.25,4,-12.97,21.77,22.18,done
32334,running,cruise,46.07,-1.51,0.76,1.00,-3.38,4.21,4,-12.77,21.82,22.19,done
32392,running,cruise,46.11,-1.50,0.76,1.00,-3.41,4.17,4,-12.56,21.82,22.19,done
32450,running,cruise,46.14,-1.49,0.49,1.00,-3.22,4.13,4,-12.36,24.96,23.46,done
32508,running,cruise,46.18,-1.47,0.86,1.00,-3.11,4.10,4,-12.17,24.96,24.21,done
32566,running,cruise,46.23,-1.45,1.08,1.00,-3.16,4.04,4,-11.98,23.75,24.17,done
32623,running,dwelling,46.27,-1.43,0.63,0.69,-2.67,3.99,4,-11.79,23.75,24.14,done
32681,running,dwelling,46.33,-1.40,1.58,0.00,-1.21,3.93,4,-11.65,24.17,24.25,done
32739,running,dwelling,46.41,-1.36,1.16,0.00,0.00,3.84,4,-11.60,24.31,24.31,done
32796,running,dwelling,46.43,-1.36,-0.23,0.00,0.00,3.82,4,-11.59,24.31,24.32,done
32853,running,dwelling,46.44,-1.35,0.60,0.00,0.00,3.81,4,-11.58,24.99,24.59,done
32910,running,dwelling,46.48,-1.33,0.79,0.00,0.00,3.76,4,-11.57,24.99,24.76,done
32968,running,dwelling,46.49,-1.33,-0.38,0.00,0.00,3.76,4,-11.56,23.03,24.07,done
33025,running,dwelling,46.46,-1.34,-0.42,0.00,0.00,3.78,4,-11.55,23.03,23.66,done
