T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
108837,running,cruise,-4.06,-46.56,123.71,2.04,1.00,5.84,46.74,0,1,123.19,148.85,done
108914,running,cruise,-4.14,-46.44,123.22,1.52,1.00,5.76,46.63,0,1,122.76,145.72,done
108992,running,cruise,-4.20,-46.36,122.81,1.24,1.00,5.80,46.55,0,1,122.33,146.20,done
109070,running,cruise,-4.25,-46.27,122.37,1.37,1.00,5.84,46.47,0,1,121.90,145.41,done
109147,running,cruise,-4.30,-46.20,121.95,0.86,1.00,5.87,46.40,0,1,121.47,145.41,done
109223,running,cruise,-4.33,-46.15,121.51,0.87,1.00,5.88,46.35,0,1,121.04,144.90,done
109301,running,cruise,-4.36,-46.10,121.06,0.57,1.00,5.87,46.30,0,1,120.60,143.93,done
109378,running,cruise,-4.38,-46.06,120.65,0.62,1.00,5.86,46.27,0,1,120.16,144.64,done
109456,running,cruise,-4.40,-46.03,120.23,0.25,1.00,5.83,46.24,0,1,119.73,144.64,done
109534,running,cruise,-4.41,-46.02,119.79,0.35,1.00,5.78,46.23,0,1,119.30,144.18,done
109611,running,cruise,-4.43,-45.97,119.32,0.93,1.00,5.77,46.18,0,1,118.87,141.67,done
109688,running,cruise,-4.47,-45.90,118.95,1.05,1.00,5.80,46.12,0,1,118.44,143.57,done
109766,running,cruise,-4.51,-45.84,118.52,0.89,1.00,5.81,46.06,0,1,118.01,143.57,done
109846,running,cruise,-4.54,-45.78,118.06,0.69,1.00,5.81,46.01,0,1,117.56,142.68,done
109929,running,cruise,-4.57,-45.72,117.59,0.91,1.00,5.81,45.95,0,1,117.10,142.03,done
110009,running,cruise,-4.59,-45.67,117.12,0.64,1.00,5.80,45.90,0,1,116.65,140.18,done
110087,running,cruise,-4.63,-45.61,116.71,1.12,1.00,5.82,45.84,0,1,116.22,140.86,done
110166,running,cruise,-4.66,-45.55,116.28,0.49,1.00,5.83,45.79,0,1,115.78,140.86,done
110247,running,cruise,-4.68,-45.50,115.83,1.15,1.00,5.83,45.74,0,1,115.33,140.25,done
110326,running,cruise,-4.72,-45.41,115.39,1.13,1.00,5.86,45.66,0,1,114.89,139.87,done
110405,running,cruise,-4.76,-45.32,114.90,1.23,1.00,5.90,45.57,0,1,114.44,137.80,done
110485,running,cruise,-4.80,-45.24,114.45,1.22,1.00,5.94,45.49,0,1,113.99,137.39,done
110567,running,cruise,-4.84,-45.15,114.00,1.16,1.00,5.99,45.41,0,1,113.52,137.39,done
110645,running,cruise,-4.88,-45.08,113.57,0.95,1.00,6.01,45.34,0,1,113.07,138.26,done
110724,running,cruise,-4.90,-45.01,113.10,0.87,1.00,6.02,45.28,0,1,112.61,136.92,done
110803,running,cruise,-4.93,-44.96,112.64,0.61,1.00,6.02,45.23,0,1,112.15,136.59,done
110882,running,cruise,-4.95,-44.91,112.22,0.72,1.00,5.11,45.18,0,1,111.72,136.59,done
110962,running,cruise,-4.96,-44.87,111.85,0.47,1.00,4.75,45.14,0,1,111.34,136.86,done
111040,running,cruise,-4.99,-44.79,111.49,1.53,1.00,4.76,45.07,0,1,110.99,135.84,done
111117,running,cruise,-5.04,-44.68,111.12,1.37,1.00,4.81,44.97,0,1,110.63,134.79,done
111198,running,cruise,-5.07,-44.61,110.70,0.85,1.00,4.82,44.89,0,1,110.26,132.12,done
111278,running,cruise,-5.09,-44.54,110.33,0.77,1.00,4.83,44.83,0,1,109.89,132.12,done
111355,running,cruise,-5.11,-44.49,109.99,0.65,1.00,4.83,44.78,0,1,109.53,132.62,done
111434,running,cruise,-5.12,-44.45,109.60,0.39,1.00,4.81,44.74,0,1,109.17,130.67,done
111511,running,cruise,-5.13,-44.45,109.26,-0.11,1.00,4.76,44.74,0,1,108.81,130.87,done
111588,running,cruise,-5.13,-44.44,108.91,0.41,1.00,4.71,44.73,0,1,108.46,130.87,done
111666,running,cruise,-5.15,-44.39,108.60,0.89,1.00,4.71,44.68,0,1,108.11,132.46,done
111743,running,cruise,-5.17,-44.31,108.21,1.13,1.00,4.73,44.61,0,1,107.76,130.13,done
111820,running,cruise,-5.20,-44.22,107.88,1.34,1.00,4.76,44.52,0,1,107.41,131.03,done
111898,running,cruise,-5.23,-44.11,107.53,1.41,1.00,4.81,44.42,0,1,107.06,130.58,done
111976,running,cruise,-5.27,-44.01,107.17,1.31,1.00,4.85,44.33,0,1,106.69,130.58,done
112053,running,cruise,-5.29,-43.92,106.81,1.22,1.00,4.89,44.24,0,1,106.33,130.16,done
112131,running,cruise,-5.32,-43.84,106.40,0.80,1.00,4.90,44.16,0,1,105.97,127.57,done
112208,running,cruise,-5.33,-43.79,106.08,0.70,1.00,4.91,44.11,0,1,105.60,129.67,done
112285,running,cruise,-5.34,-43.75,105.73,0.43,1.00,4.89,44.08,0,1,105.24,129.67,done
112363,running,cruise,-5.35,-43.72,105.36,0.57,1.00,4.87,44.04,0,1,104.88,128.98,done
112441,running,cruise,-5.37,-43.66,104.98,0.78,1.00,4.86,43.99,0,1,104.52,127.49,done
112518,running,cruise,-5.38,-43.61,104.66,0.50,1.00,4.86,43.94,0,1,104.16,129.44,done
112596,running,cruise,-5.38,-43.60,104.31,-0.03,1.00,4.81,43.93,0,1,103.79,129.44,done
112673,running,cruise,-5.39,-43.58,103.91,0.75,1.00,4.76,43.91,0,1,103.44,126.95,done
112750,running,cruise,-5.41,-43.50,103.60,1.16,1.00,4.79,43.83,0,1,103.09,128.70,done
112828,running,cruise,-5.43,-43.42,103.20,1.00,1.00,4.80,43.76,0,1,102.73,126.05,done
112905,running,cruise,-5.45,-43.32,102.85,1.56,1.00,4.85,43.66,0,1,102.37,126.05,done
112982,running,cruise,-5.48,-43.20,102.47,1.50,1.00,4.91,43.55,0,1,102.01,124.77,done
113060,running,cruise,-5.50,-43.09,102.09,1.64,1.00,4.38,43.44,0,1,101.65,123.68,done
113137,running,cruise,-5.53,-42.96,101.79,1.68,1.00,3.85,43.31,0,1,101.35,123.50,done
113214,running,cruise,-5.55,-42.84,101.50,1.45,1.00,3.89,43.20,0,1,101.06,123.12,done
113292,running,cruise,-5.58,-42.73,101.21,1.54,1.00,3.94,43.09,0,1,100.77,122.88,done
113369,running,cruise,-5.60,-42.59,100.92,2.05,1.00,4.00,42.96,0,1,100.47,122.79,done
113447,running,cruise,-5.63,-42.43,100.64,2.06,1.00,4.09,42.81,0,1,100.17,123.51,done
113525,running,cruise,-5.66,-42.28,100.31,2.09,1.00,4.16,42.66,0,1,99.87,121.98,done
113601,running,cruise,-5.69,-42.11,100.01,2.54,1.00,4.27,42.49,0,1,99.56,121.98,done
113678,running,cruise,-5.73,-41.92,99.69,2.54,1.00,4.39,42.31,0,1,99.24,121.75,done
113756,running,cruise,-5.76,-41.71,99.34,2.74,1.00,4.53,42.11,0,1,98.91,120.71,done
113833,running,cruise,-5.79,-41.52,99.02,2.16,1.00,4.66,41.93,0,1,98.57,121.10,done
113911,running,cruise,-5.82,-41.36,98.68,2.30,1.00,4.78,41.77,0,1,98.22,121.10,done
113989,running,cruise,-5.85,-41.16,98.35,2.82,1.00,4.04,41.57,0,1,97.87,121.73,done
114066,running,cruise,-5.87,-40.96,98.02,2.35,1.00,3.78,41.38,0,1,97.59,119.28,done
114143,running,cruise,-5.90,-40.80,97.74,1.92,1.00,3.85,41.23,0,1,97.31,119.21,done
114221,running,cruise,-5.92,-40.64,97.46,2.34,1.00,3.93,41.07,0,1,97.02,119.21,done
114298,running,cruise,-5.94,-40.46,97.15,2.16,1.00,4.02,40.90,0,1,96.72,118.35,done
114375,running,cruise,-5.96,-40.31,96.83,1.91,1.00,4.10,40.75,0,1,96.42,116.90,done
114453,running,cruise,-5.98,-40.15,96.56,2.26,1.00,4.20,40.59,0,1,96.11,118.35,done
114531,running,cruise,-6.00,-39.98,96.24,1.92,1.00,4.29,40.43,0,1,95.80,118.15,done
114608,running,cruise,-6.01,-39.84,95.93,1.92,1.00,4.37,40.29,0,1,95.48,118.15,done
114686,running,cruise,-6.03,-39.67,95.56,2.24,1.00,4.47,40.13,0,1,95.15,115.90,done
114816,running,cruise,-6.05,-39.42,95.03,1.57,1.00,4.63,39.88,0,1,94.58,116.94,done
114893,running,cruise,-6.06,-39.31,94.68,1.32,1.00,3.75,39.78,0,1,94.25,115.63,done
114972,running,cruise,-6.07,-39.21,94.43,1.34,1.00,3.45,39.67,0,1,93.99,116.30,done
115049,running,cruise,-6.08,-39.11,94.20,1.20,1.00,3.48,39.57,0,1,93.73,117.15,done
115126,running,cruise,-6.08,-39.05,93.95,0.40,1.00,3.49,39.52,0,1,93.47,117.15,done
115204,running,cruise,-6.08,-39.02,93.67,0.37,1.00,3.46,39.49,0,1,93.21,116.03,done
115281,running,cruise,-6.09,-39.00,93.41,0.17,1.00,3.43,39.47,0,1,92.96,115.56,done
115358,running,cruise,-6.09,-38.99,93.15,0.16,1.00,3.40,39.46,0,1,92.70,114.75,done
115436,running,cruise,-6.09,-38.98,92.90,0.14,1.00,3.36,39.45,0,1,92.45,114.75,done
115514,running,cruise,-6.09,-38.96,92.63,0.31,1.00,3.33,39.43,0,1,92.20,113.64,done
115590,running,cruise,-6.09,-38.92,92.37,0.59,1.00,3.31,39.40,0,1,91.96,112.55,done
115668,running,cruise,-6.09,-38.87,92.17,0.75,1.00,3.32,39.34,0,1,91.71,114.90,done
115745,running,cruise,-6.09,-38.80,91.93,1.02,1.00,3.32,39.28,0,1,91.46,114.90,done
115822,running,cruise,-6.10,-38.72,91.62,1.08,1.00,3.33,39.20,0,1,91.22,111.60,done
115899,running,cruise,-6.10,-38.66,91.47,0.60,1.00,3.35,39.13,0,1,90.97,116.25,done
115978,running,cruise,-6.10,-38.59,91.18,0.95,1.00,3.34,39.07,0,1,90.72,113.92,done
116055,running,cruise,-6.10,-38.54,90.91,0.48,1.00,3.34,39.02,0,1,90.47,112.64,done
116132,running,cruise,-6.10,-38.50,90.67,0.54,1.00,3.32,38.98,0,1,90.22,112.64,done
116210,running,cruise,-6.10,-38.44,90.40,0.89,1.00,3.32,38.92,0,1,89.98,111.19,done
116289,running,cruise,-6.10,-38.39,90.14,0.51,1.00,3.31,38.87,0,1,89.72,110.76,done
116373,running,cruise,-6.10,-38.34,89.84,0.77,1.00,3.29,38.82,0,1,89.45,108.82,done
116452,running,cruise,-6.10,-38.28,89.60,0.74,1.00,3.29,38.76,0,1,89.21,108.82,done
116530,running,cruise,-6.10,-38.22,89.35,0.66,1.00,3.29,38.71,0,1,88.96,108.37,done
116612,running,cruise,-6.10,-38.16,89.11,0.88,1.00,3.29,38.64,0,1,88.70,109.01,done
116692,running,cruise,-6.10,-38.09,88.89,0.77,1.00,3.30,38.58,0,1,88.45,110.51,done
116770,running,cruise,-6.10,-38.02,88.58,0.94,1.00,3.30,38.51,0,1,88.20,107.33,done
116849,running,cruise,-6.09,-37.95,88.34,0.87,1.00,3.31,38.44,0,1,87.95,107.33,done
116932,running,cruise,-6.09,-37.88,88.17,0.97,1.00,3.33,38.36,0,1,87.68,111.76,done
117009,running,cruise,-6.09,-37.78,87.84,1.38,1.00,3.34,38.27,0,1,87.44,107.45,done
117090,running,cruise,-6.09,-37.68,87.61,1.17,1.00,3.38,38.16,0,1,87.18,108.43,done
117169,running,cruise,-6.08,-37.59,87.31,1.13,1.00,3.39,38.08,0,1,86.92,106.43,done
117247,running,cruise,-6.08,-37.48,87.06,1.64,1.00,3.20,37.97,0,1,86.66,106.43,done
117328,running,cruise,-6.07,-37.35,86.88,1.57,1.00,2.41,37.84,0,1,86.45,108.30,done
117405,running,cruise,-6.06,-37.23,86.71,1.51,1.00,2.44,37.72,0,1,86.27,108.59,done
117483,running,cruise,-6.06,-37.12,86.47,1.24,1.00,2.45,37.61,0,1,86.08,105.39,done
117563,running,cruise,-6.05,-37.02,86.28,1.44,1.00,2.47,37.51,0,1,85.89,105.39,done
117644,running,cruise,-6.04,-36.92,86.14,0.94,1.00,2.50,37.41,0,1,85.70,107.70,done
117721,running,cruise,-6.04,-36.83,85.91,1.43,1.00,2.51,37.32,0,1,85.52,105.35,done
117799,running,cruise,-6.03,-36.70,85.75,1.80,1.00,2.55,37.19,0,1,85.33,106.17,done
117876,running,cruise,-6.02,-36.57,85.54,1.58,1.00,2.59,37.06,0,1,85.14,105.37,done
117953,running,cruise,-6.01,-36.45,85.35,1.63,1.00,2.62,36.94,0,1,84.94,105.37,done
118032,running,cruise,-6.00,-36.31,85.16,1.99,1.00,2.67,36.80,0,1,84.75,105.24,done
118108,running,cruise,-5.98,-36.16,84.90,1.91,1.00,2.71,36.65,0,1,84.55,102.23,done
118186,running,cruise,-5.97,-36.02,84.74,1.59,1.00,2.77,36.51,0,1,84.34,103.92,done
118263,running,cruise,-5.96,-35.90,84.53,1.70,1.00,2.81,36.39,0,1,84.14,103.92,done
118340,running,cruise,-5.94,-35.76,84.30,1.93,1.00,2.86,36.25,0,1,83.93,102.42,done
118420,running,cruise,-5.93,-35.61,84.08,1.68,1.03,2.80,36.10,0,1,83.71,102.18,done
118498,running,cruise,-5.92,-35.49,83.93,1.53,1.06,1.97,35.98,0,1,83.53,103.90,done
118576,running,cruise,-5.90,-35.35,83.79,2.00,1.00,2.00,35.84,0,1,83.38,103.90,done
118653,running,cruise,-5.89,-35.21,83.63,1.59,1.00,2.04,35.70,0,1,83.23,103.26,done
118731,running,cruise,-5.87,-35.10,83.55,1.35,1.00,2.07,35.59,0,1,83.07,106.86,done
118809,running,cruise,-5.86,-34.97,83.30,2.00,1.00,2.09,35.45,0,1,82.92,101.82,done
118886,running,cruise,-5.84,-34.83,83.14,1.65,1.00,2.12,35.31,0,1,82.76,101.82,done
118964,running,cruise,-5.83,-34.70,83.03,1.67,1.00,2.16,35.19,0,1,82.60,104.01,done
119041,running,cruise,-5.81,-34.56,82.86,2.05,1.00,2.20,35.04,0,1,82.44,103.26,done
119119,running,cruise,-5.79,-34.40,82.68,1.88,1.00,2.25,34.89,0,1,82.27,102.44,done
119196,running,cruise,-5.77,-34.25,82.47,2.11,1.00,2.29,34.73,0,1,82.10,100.52,done
119274,running,cruise,-5.75,-34.09,82.30,2.19,1.00,2.35,34.57,0,1,81.93,100.52,done
119351,running,cruise,-5.72,-33.90,82.17,2.48,1.00,2.42,34.38,0,1,81.76,102.29,done
119429,running,cruise,-5.70,-33.72,81.98,2.22,1.03,2.38,34.20,0,1,81.57,101.98,done
119507,running,cruise,-5.68,-33.57,81.81,1.74,1.34,1.63,34.04,0,1,81.42,101.00,done
119584,running,cruise,-5.66,-33.43,81.69,1.90,1.65,1.66,33.91,0,1,81.30,101.00,done
119662,running,cruise,-5.63,-33.27,81.56,2.37,1.61,1.70,33.74,0,1,81.17,100.75,done
119739,running,cruise,-5.60,-33.08,81.41,2.45,1.52,1.74,33.55,0,1,81.04,99.57,done
119817,running,cruise,-5.58,-32.90,81.26,2.19,1.44,1.78,33.37,0,1,80.91,98.18,done
119895,running,cruise,-5.55,-32.73,81.13,2.28,1.35,1.83,33.20,0,1,80.78,98.18,done
119972,running,cruise,-5.52,-32.55,81.03,2.43,1.23,1.89,33.01,0,1,80.64,100.22,done
120049,running,cruise,-5.49,-32.36,80.88,2.29,1.12,1.94,32.83,0,1,80.50,99.42,done
120127,running,cruise,-5.47,-32.21,80.72,1.83,1.04,1.98,32.67,0,1,80.35,98.71,done
120205,running,cruise,-5.45,-32.09,80.55,1.47,1.00,2.01,32.55,0,1,80.20,97.60,done
120282,running,cruise,-5.43,-31.98,80.40,1.48,1.00,2.03,32.44,0,1,80.05,97.60,done
120360,running,cruise,-5.41,-31.85,80.27,1.81,1.00,2.07,32.30,0,1,79.90,98.68,done
120437,running,cruise,-5.39,-31.75,80.12,0.76,1.31,1.29,32.21,0,1,79.77,97.25,done
120515,running,cruise,-5.38,-31.70,80.09,0.93,1.62,1.30,32.15,0,1,79.68,100.49,done
120593,running,cruise,-5.36,-31.59,80.00,1.63,1.93,1.31,32.05,0,1,79.58,100.49,done
120670,running,cruise,-5.34,-31.48,79.93,1.21,2.24,1.33,31.93,0,1,79.48,102.33,done
120747,running,cruise,-5.32,-31.37,79.76,1.82,2.34,1.33,31.82,0,1,79.38,98.47,done
120825,running,cruise,-5.29,-31.21,79.65,2.17,2.28,1.36,31.66,0,1,79.28,97.95,done
120903,running,cruise,-5.27,-31.07,79.55,1.72,2.23,1.38,31.51,0,1,79.17,97.95,done
120981,running,cruise,-5.24,-30.92,79.44,2.18,2.17,1.41,31.36,0,1,79.07,97.84,done
121059,running,cruise,-5.21,-30.74,79.27,2.24,2.12,1.44,31.18,0,1,78.96,94.43,done
121136,running,cruise,-5.17,-30.57,79.21,2.30,2.03,1.48,31.01,0,1,78.85,96.58,done
121213,running,cruise,-5.14,-30.40,79.10,2.14,1.95,1.52,30.83,0,1,78.74,96.58,done
121291,running,cruise,-5.11,-30.25,78.98,1.83,1.88,1.56,30.68,0,1,78.62,96.56,done
121368,running,cruise,-5.08,-30.10,78.82,2.23,1.83,1.59,30.52,0,1,78.51,94.25,done
121446,running,cruise,-5.05,-29.94,78.68,1.87,1.79,1.50,30.36,0,1,78.39,93.23,done
121524,running,cruise,-5.03,-29.81,78.62,1.43,2.10,0.96,30.23,0,1,78.30,94.42,done
121602,running,cruise,-5.00,-29.70,78.55,1.69,2.41,0.97,30.12,0,1,78.22,94.42,done
121679,running,cruise,-4.98,-29.57,78.48,1.59,2.72,0.99,29.99,0,1,78.15,94.65,done
121756,running,cruise,-4.95,-29.44,78.42,1.77,2.99,1.00,29.86,0,1,78.08,95.41,done
121834,running,cruise,-4.92,-29.31,78.34,1.87,2.96,1.02,29.72,0,1,78.00,95.12,done
121911,running,cruise,-4.89,-29.15,78.27,2.18,2.91,1.04,29.56,0,1,77.92,95.12,done
121989,running,cruise,-4.86,-28.98,78.20,2.23,2.86,1.07,29.39,0,1,77.84,95.62,done
122067,running,cruise,-4.82,-28.81,78.10,2.28,2.81,1.10,29.21,0,1,77.76,94.79,done
122144,running,cruise,-4.78,-28.64,78.03,2.15,2.75,1.13,29.04,0,1,77.68,95.06,done
122222,running,cruise,-4.75,-28.49,77.94,1.88,2.70,1.15,28.89,0,1,77.59,95.06,done
122299,running,cruise,-4.72,-28.34,77.88,2.11,2.64,1.18,28.73,0,1,77.50,96.03,done
122376,running,cruise,-4.68,-28.16,77.77,2.63,2.57,1.21,28.55,0,1,77.42,95.31,done
122454,running,cruise,-4.64,-27.96,77.65,2.58,2.68,0.67,28.34,0,1,77.33,93.30,done
122533,running,cruise,-4.60,-27.80,77.59,1.70,2.99,0.68,28.18,0,1,77.27,93.30,done
122610,running,cruise,-4.57,-27.67,77.52,1.97,3.30,0.69,28.04,0,1,77.22,91.98,done
122696,running,cruise,-4.53,-27.47,77.47,2.67,3.58,0.71,27.84,0,1,77.17,92.61,done
122776,running,cruise,-4.48,-27.26,77.39,2.60,3.54,0.73,27.62,0,1,77.11,91.08,done
122900,running,cruise,-4.41,-26.93,77.35,3.19,3.44,0.78,27.29,0,1,77.02,93.74,done
122991,running,cruise,-4.34,-26.63,77.27,2.90,3.35,0.82,26.98,0,1,76.95,93.39,done
123074,running,cruise,-4.28,-26.38,77.19,3.21,3.28,0.86,26.73,0,1,76.88,92.45,done
123152,running,cruise,-4.23,-26.15,77.11,2.72,3.25,0.77,26.49,0,1,76.81,91.80,done
123231,running,cruise,-4.19,-25.95,77.07,2.72,3.57,0.44,26.29,0,1,76.77,91.80,done
123311,running,cruise,-4.13,-25.72,77.04,3.19,3.89,0.45,26.05,0,1,76.73,92.01,done
123389,running,cruise,-4.07,-25.47,77.00,3.54,4.06,0.47,25.79,0,1,76.70,92.09,done
123469,running,cruise,-4.01,-25.17,76.96,3.94,4.01,0.50,25.49,0,1,76.66,91.76,done
123548,running,cruise,-3.94,-24.87,76.90,3.81,3.96,0.52,25.18,0,1,76.62,90.84,done
123626,running,cruise,-3.86,-24.56,76.86,4.39,3.89,0.56,24.86,0,1,76.58,90.84,done
123705,running,cruise,-3.78,-24.22,76.78,4.20,3.90,0.34,24.52,0,1,76.53,89.00,done
123787,running,cruise,-3.70,-23.88,76.81,4.46,4.23,0.23,24.17,0,1,76.51,91.51,done
123864,running,cruise,-3.62,-23.54,76.77,4.74,4.52,0.24,23.81,0,1,76.49,90.22,done
123943,running,cruise,-3.53,-23.15,76.75,5.21,4.48,0.26,23.42,0,1,76.47,90.22,done
124020,running,cruise,-3.44,-22.77,76.75,4.81,4.43,0.29,23.03,0,1,76.45,91.56,done
124097,running,cruise,-3.36,-22.43,76.68,4.52,4.41,0.30,22.68,0,1,76.43,89.04,done
124174,running,cruise,-3.27,-22.05,76.66,5.53,4.67,0.01,22.29,0,1,76.42,88.59,done
124252,running,cruise,-3.18,-21.65,76.66,5.02,4.97,0.02,21.88,0,1,76.42,88.59,done
124329,running,cruise,-3.09,-21.26,76.67,5.46,4.96,0.02,21.48,0,1,76.41,89.32,done
124408,running,cruise,-2.98,-20.83,76.66,5.85,4.96,0.02,21.04,0,1,76.41,88.73,done
124485,running,cruise,-2.88,-20.40,76.61,5.22,4.65,-0.19,20.60,0,1,76.41,86.57,done
124562,running,cruise,-2.79,-19.99,76.62,5.51,4.59,-0.20,20.19,0,1,76.42,86.47,done
124640,running,cruise,-2.69,-19.58,76.64,5.17,4.56,-0.22,19.76,0,1,76.44,86.47,done
124718,running,cruise,-2.60,-19.21,76.65,4.74,4.52,-0.24,19.39,0,1,76.45,86.30,done
124795,running,cruise,-2.51,-18.84,76.64,5.22,4.47,-0.26,19.01,0,1,76.47,84.90,done
124872,running,cruise,-2.42,-18.45,76.68,5.12,4.20,-0.40,18.61,0,1,76.49,86.05,done
124951,running,cruise,-2.32,-18.04,76.71,5.43,4.14,-0.43,18.19,0,1,76.52,86.05,done
125028,running,cruise,-2.23,-17.66,76.67,4.79,4.05,-0.48,17.80,0,1,76.55,82.63,done
125106,running,cruise,-2.15,-17.32,76.74,4.35,3.99,-0.50,17.45,0,1,76.59,84.20,done
125183,running,cruise,-2.07,-16.99,76.74,4.30,3.91,-0.54,17.12,0,1,76.62,82.70,done
125260,running,cruise,-2.00,-16.68,76.78,4.13,3.78,-0.61,16.80,0,1,76.66,82.70,done
125338,running,cruise,-1.93,-16.38,76.84,3.77,3.72,-0.64,16.49,0,1,76.71,83.43,done
125417,running,cruise,-1.87,-16.10,76.90,3.47,3.66,-0.67,16.21,0,1,76.75,83.92,done
125494,running,cruise,-1.80,-15.84,76.93,3.56,3.59,-0.71,15.94,0,1,76.80,83.35,done
125571,running,cruise,-1.74,-15.58,76.98,3.27,3.52,-0.74,15.68,0,1,76.85,83.35,done
125649,running,cruise,-1.69,-15.36,77.07,2.69,3.47,-0.76,15.45,0,1,76.91,85.23,done
125726,running,cruise,-1.65,-15.17,77.09,2.46,3.41,-0.80,15.26,0,1,76.96,83.14,done
125803,running,cruise,-1.60,-14.97,77.15,2.84,3.35,-0.83,15.05,0,1,77.02,83.35,done
125882,running,cruise,-1.55,-14.75,77.20,2.70,3.37,-0.81,14.83,0,1,77.08,83.15,done
125959,running,cruise,-1.51,-14.57,77.26,2.22,3.33,-0.84,14.64,0,1,77.14,83.15,done
126037,running,cruise,-1.47,-14.40,77.33,2.17,3.29,-0.86,14.47,0,1,77.20,83.72,done
126114,running,cruise,-1.44,-14.24,77.36,2.25,3.24,-0.88,14.31,0,1,77.26,82.18,done
126191,running,cruise,-1.40,-14.06,77.42,2.47,3.19,-0.91,14.13,0,1,77.33,81.97,done
126269,running,cruise,-1.36,-13.86,77.49,2.63,3.13,-0.94,13.93,0,1,77.39,81.97,done
126346,running,cruise,-1.31,-13.68,77.58,2.23,3.08,-0.96,13.74,0,1,77.46,83.34,done
126424,running,cruise,-1.28,-13.52,77.65,2.09,3.03,-0.99,13.58,0,1,77.53,83.30,done
126502,running,cruise,-1.24,-13.35,77.72,2.41,2.97,-1.01,13.40,0,1,77.61,83.47,done
126580,running,cruise,-1.20,-13.16,77.80,2.45,2.94,-0.95,13.21,0,1,77.68,83.47,done
126657,running,cruise,-1.16,-12.99,77.83,2.07,3.04,-0.98,13.04,0,1,77.75,81.86,done
126735,running,cruise,-1.13,-12.82,77.91,2.50,3.00,-1.00,12.87,0,1,77.82,82.36,done
126812,running,cruise,-1.08,-12.61,77.93,2.78,2.91,-1.04,12.66,0,1,77.90,79.76,done
126889,running,cruise,-1.04,-12.43,78.01,2.02,2.86,-1.07,12.47,0,1,77.97,79.76,done
126967,running,cruise,-1.01,-12.28,78.13,2.00,2.82,-1.09,12.32,0,1,78.05,81.78,done
127045,running,cruise,-0.98,-12.14,78.19,1.70,2.78,-1.11,12.18,0,1,78.13,81.12,done
127122,running,cruise,-0.95,-11.99,78.23,2.26,2.71,-1.14,12.03,0,1,78.21,79.29,done
127199,running,cruise,-0.92,-11.81,78.34,2.30,2.66,-1.17,11.85,0,1,78.30,80.57,done
127277,running,cruise,-0.88,-11.66,78.43,1.86,2.60,-1.20,11.69,0,1,78.38,80.57,done
127354,running,cruise,-0.85,-11.49,78.52,2.31,2.53,-1.23,11.53,0,1,78.47,80.73,done
127432,running,cruise,-0.82,-11.35,78.61,1.34,2.65,-1.11,11.38,0,1,78.56,81.29,done
127509,running,cruise,-0.81,-11.30,78.67,0.62,2.77,-1.11,11.33,0,1,78.64,80.08,done
127586,running,cruise,-0.79,-11.19,78.75,2.08,2.75,-1.13,11.22,0,1,78.72,80.08,done
127664,running,cruise,-0.76,-11.02,78.86,2.00,2.70,-1.15,11.04,0,1,78.80,81.83,done
127741,running,cruise,-0.73,-10.91,78.88,1.08,2.66,-1.17,10.94,0,1,78.89,78.65,done
127818,running,cruise,-0.71,-10.80,79.02,1.88,2.64,-1.18,10.82,0,1,78.97,81.14,done
127896,running,cruise,-0.69,-10.66,79.10,1.53,2.60,-1.20,10.69,0,1,79.06,81.14,done
127974,running,cruise,-0.67,-10.58,79.18,0.97,2.58,-1.21,10.60,0,1,79.15,80.56,done
128051,running,cruise,-0.65,-10.47,79.28,1.68,2.56,-1.22,10.49,0,1,79.24,81.35,done
128129,running,cruise,-0.63,-10.36,79.34,1.02,2.52,-1.24,10.38,0,1,79.32,79.93,done
128206,running,cruise,-0.62,-10.30,79.42,0.82,2.52,-1.24,10.32,0,1,79.41,79.93,done
128283,running,cruise,-0.60,-10.22,79.53,1.23,2.51,-1.25,10.24,0,1,79.50,80.51,done
128360,running,cruise,-0.59,-10.13,79.57,1.20,2.47,-1.27,10.15,0,1,79.60,78.11,done
128439,running,cruise,-0.57,-10.04,79.68,1.25,2.46,-1.27,10.05,0,1,79.69,79.40,done
128516,running,cruise,-0.55,-9.94,79.78,1.34,2.43,-1.28,9.96,0,1,79.78,79.55,done
128593,running,cruise,-0.53,-9.83,79.87,1.74,2.40,-1.30,9.84,0,1,79.88,79.55,done
128671,running,cruise,-0.51,-9.69,79.95,1.69,2.34,-1.33,9.70,0,1,79.97,79.10,done
128748,running,cruise,-0.49,-9.58,80.06,1.25,2.31,-1.35,9.59,0,1,80.07,79.43,done
128830,running,cruise,-0.47,-9.46,80.18,1.64,2.27,-1.36,9.48,0,1,80.17,80.19,done
128913,running,cruise,-0.45,-9.34,80.28,1.41,2.23,-1.38,9.35,0,1,80.28,80.19,done
128992,running,cruise,-0.43,-9.23,80.37,1.57,2.18,-1.41,9.24,0,1,80.39,79.37,done
129070,running,cruise,-0.40,-9.09,80.49,1.76,2.13,-1.43,9.10,0,1,80.49,80.67,done
129149,running,cruise,-0.39,-9.00,80.62,0.81,2.11,-1.44,9.01,0,1,80.60,81.75,done
129226,running,cruise,-0.38,-8.94,80.73,0.90,2.12,-1.44,8.95,0,1,80.70,81.98,done
