T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
68253,running,cruise,51.21,-52.29,-110.20,1.77,0.62,3.85,51.26,0,2,-110.25,-107.68,done
68331,running,cruise,51.16,-52.42,-110.53,1.65,0.93,5.80,51.22,0,2,-110.59,-107.68,done
68408,running,cruise,51.13,-52.52,-110.93,1.26,1.00,7.72,51.19,0,2,-111.06,-104.49,done
68485,running,cruise,51.09,-52.62,-111.60,1.49,1.00,9.05,51.16,0,2,-111.68,-107.51,done
68563,running,cruise,51.05,-52.72,-112.28,1.32,1.00,9.10,51.12,0,2,-112.36,-108.38,done
68640,running,cruise,51.01,-52.81,-113.00,1.14,1.00,9.13,51.09,0,2,-113.03,-111.75,done
68717,running,cruise,50.97,-52.90,-113.66,1.36,1.00,9.18,51.05,0,2,-113.70,-111.75,done
68794,running,cruise,50.93,-53.00,-114.28,1.56,1.00,9.24,51.01,0,2,-114.38,-109.42,done
68872,running,cruise,50.87,-53.12,-114.97,1.54,1.00,9.31,50.97,0,2,-115.07,-110.11,done
68949,running,cruise,50.82,-53.23,-115.72,1.66,1.00,9.38,50.92,0,2,-115.76,-113.90,done
69027,running,cruise,50.76,-53.36,-116.41,1.98,1.00,9.48,50.87,0,2,-116.46,-113.90,done
69104,running,cruise,50.69,-53.50,-117.08,2.11,1.00,9.60,50.81,0,2,-117.16,-112.89,done
69180,running,cruise,50.62,-53.64,-117.82,1.88,1.00,9.71,50.75,0,2,-117.87,-115.21,done
69259,running,cruise,50.55,-53.75,-118.50,1.62,1.00,9.80,50.69,0,2,-118.60,-113.54,done
69335,running,cruise,50.49,-53.87,-119.21,1.70,1.00,9.89,50.64,0,2,-119.32,-113.54,done
69413,running,cruise,50.43,-53.98,-119.93,1.54,1.00,9.97,50.58,0,2,-120.05,-114.25,done
69491,running,cruise,50.37,-54.08,-120.68,1.46,1.00,9.33,50.53,0,2,-120.79,-115.23,done
69568,running,cruise,50.32,-54.16,-121.40,1.14,1.00,8.18,50.49,0,2,-121.45,-119.04,done
69645,running,cruise,50.26,-54.26,-121.99,1.71,1.00,8.10,50.44,0,2,-122.05,-119.04,done
69723,running,cruise,50.20,-54.36,-122.60,1.27,1.00,8.16,50.38,0,2,-122.66,-119.46,done
69800,running,cruise,50.16,-54.42,-123.18,0.88,1.00,8.17,50.35,0,2,-123.26,-118.96,done
69877,running,cruise,50.11,-54.50,-123.74,1.47,1.00,8.21,50.31,0,2,-123.86,-117.68,done
69955,running,cruise,50.04,-54.60,-124.34,1.59,1.00,8.27,50.25,0,2,-124.48,-117.68,done
70033,running,cruise,49.97,-54.69,-125.03,1.45,1.00,8.32,50.19,0,2,-125.10,-121.66,done
70110,running,cruise,49.91,-54.78,-125.65,1.44,1.00,8.37,50.14,0,2,-125.71,-122.92,done
70188,running,cruise,49.84,-54.88,-126.27,1.57,1.00,8.43,50.08,0,2,-126.34,-123.01,done
70265,running,cruise,49.77,-54.97,-126.92,1.58,1.00,8.49,50.02,0,2,-126.96,-125.12,done
70341,running,cruise,49.70,-55.06,-127.53,1.45,1.00,8.55,49.95,0,2,-127.58,-125.12,done
70420,running,cruise,49.63,-55.15,-128.20,1.39,1.00,8.59,49.90,0,2,-128.23,-126.88,done
70498,running,cruise,49.56,-55.24,-128.79,1.55,1.00,8.66,49.84,0,2,-128.87,-125.01,done
70575,running,cruise,49.49,-55.33,-129.51,1.37,1.00,8.71,49.77,0,2,-129.51,-129.59,done
70653,running,cruise,49.43,-55.40,-130.15,1.20,1.00,8.75,49.72,0,2,-130.16,-129.59,done
70730,running,cruise,49.36,-55.48,-130.67,1.43,1.00,8.81,49.66,0,2,-130.80,-124.17,done
70807,running,cruise,49.29,-55.56,-131.30,1.48,1.00,8.87,49.60,0,2,-131.46,-123.76,done
70884,running,cruise,49.21,-55.64,-132.10,1.36,1.00,8.92,49.54,0,2,-132.12,-131.17,done
70962,running,cruise,49.14,-55.72,-132.75,1.39,1.00,8.97,49.47,0,2,-132.78,-131.17,done
71039,running,cruise,49.07,-55.81,-133.35,1.52,1.00,9.04,49.41,0,2,-133.45,-128.63,done
71117,running,cruise,48.98,-55.90,-134.00,1.59,1.00,9.13,49.33,0,2,-134.12,-128.12,done
71194,running,cruise,48.91,-55.97,-134.69,1.06,1.00,9.17,49.27,0,2,-134.80,-129.57,done
71271,running,cruise,48.85,-56.03,-135.36,1.29,1.00,9.21,49.22,0,2,-135.47,-129.57,done
71349,running,cruise,48.77,-56.11,-136.06,1.44,1.00,9.27,49.15,0,2,-136.16,-131.00,done
71427,running,cruise,48.68,-56.19,-136.75,1.59,1.00,9.35,49.07,0,2,-136.85,-131.76,done
71504,running,cruise,48.60,-56.27,-137.36,1.41,1.00,9.43,49.00,0,2,-137.54,-128.65,done
71582,running,cruise,48.53,-56.33,-138.19,1.27,1.00,9.46,48.94,0,2,-138.25,-135.44,done
71659,running,cruise,48.43,-56.42,-138.87,2.09,1.00,8.71,48.85,0,2,-138.94,-135.44,done
71736,running,cruise,48.31,-56.52,-139.43,1.76,1.00,7.55,48.75,0,2,-139.55,-133.59,done
71814,running,cruise,48.22,-56.60,-139.99,1.51,1.00,7.56,48.67,0,2,-140.12,-133.56,done
71892,running,cruise,48.11,-56.69,-140.53,2.00,1.00,7.65,48.58,0,2,-140.68,-133.52,done
71969,running,cruise,48.01,-56.77,-141.10,1.26,1.00,7.72,48.49,0,2,-141.25,-133.52,done
72047,running,cruise,47.94,-56.82,-141.66,1.28,1.00,7.76,48.43,0,2,-141.83,-133.52,done
72128,running,cruise,47.84,-56.90,-142.33,1.70,1.00,7.82,48.34,0,2,-142.43,-137.57,done
72204,running,cruise,47.75,-56.98,-142.88,1.47,1.00,7.89,48.25,0,2,-143.00,-136.57,done
72287,running,cruise,47.66,-57.04,-143.48,1.47,1.00,7.95,48.17,0,2,-143.62,-136.49,done
72367,running,cruise,47.55,-57.12,-144.08,1.80,1.00,8.03,48.08,0,2,-144.24,-136.49,done
72446,running,cruise,47.44,-57.20,-144.71,1.41,1.00,8.11,47.99,0,2,-144.85,-137.70,done
72526,running,cruise,47.35,-57.27,-145.29,1.60,1.00,8.18,47.90,0,2,-145.47,-136.20,done
72607,running,cruise,47.23,-57.34,-145.95,1.59,1.00,8.26,47.80,0,2,-146.11,-137.84,done
72686,running,cruise,47.14,-57.41,-146.56,1.39,1.00,8.33,47.72,0,2,-146.74,-137.84,done
72768,running,cruise,47.03,-57.47,-147.20,1.63,1.00,8.41,47.63,0,2,-147.39,-137.74,done
72850,running,cruise,46.92,-57.55,-147.86,1.76,1.00,8.51,47.52,0,2,-148.05,-138.72,done
72929,running,cruise,46.79,-57.63,-148.55,1.86,1.00,8.61,47.41,0,2,-148.70,-140.95,done
73007,running,cruise,46.68,-57.70,-149.22,1.69,1.00,8.71,47.31,0,2,-149.35,-142.76,done
73086,running,cruise,46.55,-57.77,-149.87,1.97,1.00,8.83,47.19,0,2,-150.01,-142.76,done
73164,running,cruise,46.42,-57.85,-150.53,1.84,1.00,8.96,47.08,0,2,-150.68,-143.46,done
73244,running,cruise,46.30,-57.91,-151.21,1.69,1.00,8.19,46.97,0,2,-151.34,-144.75,done
73323,running,cruise,46.18,-57.98,-151.77,1.77,1.00,7.00,46.87,0,2,-151.94,-143.47,done
73400,running,cruise,46.05,-58.05,-152.30,1.90,1.00,6.98,46.75,0,2,-152.45,-144.84,done
73481,running,cruise,45.94,-58.11,-152.83,1.30,1.00,7.05,46.65,0,2,-152.99,-144.84,done
73558,running,cruise,45.85,-58.15,-153.34,1.27,1.00,7.09,46.57,0,2,-153.52,-144.74,done
73639,running,cruise,45.74,-58.20,-153.78,1.67,1.00,7.17,46.47,0,2,-154.07,-139.73,done
73717,running,cruise,45.64,-58.25,-154.34,1.19,1.00,7.23,46.38,0,2,-154.60,-141.57,done
73794,running,cruise,45.56,-58.29,-154.87,1.15,1.00,7.26,46.31,0,2,-155.14,-141.57,done
73872,running,cruise,45.47,-58.33,-155.45,1.43,1.00,7.30,46.23,0,2,-155.68,-144.47,done
73950,running,cruise,45.37,-58.38,-156.04,1.41,1.00,7.36,46.13,0,2,-156.23,-146.78,done
74027,running,cruise,45.27,-58.42,-156.56,1.14,1.00,7.41,46.05,0,2,-156.77,-146.03,done
74104,running,cruise,45.20,-58.45,-157.09,0.94,1.00,7.44,45.98,0,2,-157.32,-146.03,done
74208,running,cruise,45.12,-58.49,-157.77,0.94,1.00,7.46,45.91,0,2,-158.01,-146.09,done
74304,running,cruise,45.02,-58.53,-158.51,1.34,1.00,7.49,45.82,0,2,-158.75,-146.98,done
74381,running,cruise,44.90,-58.57,-159.11,1.67,1.00,7.57,45.71,0,2,-159.30,-149.96,done
74460,running,cruise,44.80,-58.61,-159.64,1.29,1.00,7.64,45.62,0,2,-159.87,-148.68,done
74537,running,cruise,44.70,-58.64,-160.16,1.27,1.00,7.70,45.53,0,2,-160.44,-146.71,done
74614,running,cruise,44.61,-58.68,-160.72,1.30,1.00,7.76,45.45,0,2,-161.01,-146.71,done
74692,running,cruise,44.52,-58.71,-161.27,1.20,1.00,7.81,45.36,0,2,-161.59,-145.79,done
74769,running,cruise,44.44,-58.74,-161.86,1.02,1.00,7.85,45.29,0,2,-162.17,-146.89,done
74847,running,cruise,44.34,-58.77,-162.50,1.52,1.00,7.89,45.20,0,2,-162.75,-150.23,done
74925,running,cruise,44.22,-58.80,-163.10,1.63,1.00,7.38,45.09,0,2,-163.33,-151.59,done
75001,running,cruise,44.11,-58.84,-163.60,1.46,1.00,6.22,44.99,0,2,-163.85,-151.59,done
75079,running,cruise,43.99,-58.87,-163.99,1.77,1.00,5.87,44.88,0,2,-164.29,-149.17,done
75156,running,cruise,43.86,-58.91,-164.47,1.63,1.00,5.94,44.76,0,2,-164.72,-152.19,done
75234,running,cruise,43.76,-58.94,-164.91,1.33,1.00,5.99,44.66,0,2,-165.17,-152.60,done
75311,running,cruise,43.65,-58.97,-165.35,1.48,1.00,6.04,44.56,0,2,-165.61,-152.60,done
75389,running,cruise,43.53,-59.00,-165.79,1.61,1.00,6.11,44.45,0,2,-166.06,-152.52,done
75466,running,cruise,43.42,-59.02,-166.24,1.32,1.00,6.17,44.35,0,2,-166.52,-152.75,done
75544,running,cruise,43.33,-59.05,-166.69,1.16,1.00,6.21,44.26,0,2,-166.98,-152.87,done
75622,running,cruise,43.24,-59.07,-167.15,1.19,1.00,6.25,44.18,0,2,-167.44,-152.87,done
75699,running,cruise,43.16,-59.08,-167.68,0.95,1.00,6.26,44.10,0,2,-167.90,-156.91,done
75776,running,cruise,43.08,-59.10,-168.10,0.98,1.00,6.29,44.04,0,2,-168.36,-155.16,done
75854,running,cruise,43.01,-59.12,-168.54,1.01,1.00,6.32,43.96,0,2,-168.83,-154.25,done
75931,running,cruise,42.93,-59.13,-169.00,1.22,1.00,6.35,43.89,0,2,-169.30,-154.25,done
76009,running,cruise,42.83,-59.15,-169.50,1.29,1.00,6.39,43.80,0,2,-169.77,-156.09,done
76087,running,cruise,42.72,-59.17,-169.92,1.47,1.00,6.46,43.70,0,2,-170.25,-153.52,done
76164,running,cruise,42.62,-59.19,-170.45,1.33,1.00,6.51,43.60,0,2,-170.73,-156.99,done
76241,running,cruise,42.53,-59.20,-170.89,1.06,1.00,6.56,43.51,0,2,-171.21,-155.05,done
76319,running,cruise,42.46,-59.21,-171.37,0.82,1.00,6.57,43.45,0,2,-171.70,-155.05,done
76396,running,cruise,42.41,-59.22,-171.90,0.53,1.00,6.56,43.40,0,2,-172.19,-158.07,done
76473,running,cruise,42.37,-59.23,-172.41,0.43,1.00,6.52,43.36,0,2,-172.67,-159.39,done
76551,running,cruise,42.35,-59.23,-172.90,0.45,1.00,6.47,43.34,0,2,-173.15,-160.57,done
76629,running,cruise,42.29,-59.24,-173.37,0.93,1.00,6.47,43.29,0,2,-173.63,-160.57,done
76705,running,cruise,42.22,-59.24,-173.83,0.71,1.00,5.31,43.22,0,2,-174.08,-161.73,done
76784,running,cruise,42.15,-59.25,-174.17,1.34,1.00,4.37,43.16,0,2,-174.44,-160.95,done
76861,running,cruise,42.03,-59.26,-174.50,1.71,1.00,4.42,43.04,0,2,-174.77,-161.23,done
76939,running,cruise,41.89,-59.28,-174.82,1.72,1.00,4.49,42.91,0,2,-175.10,-161.23,done
77016,running,cruise,41.77,-59.29,-175.11,1.52,1.00,4.55,42.79,0,2,-175.44,-159.01,done
77094,running,cruise,41.67,-59.30,-175.52,1.10,1.00,4.58,42.69,0,2,-175.77,-163.11,done
77171,running,cruise,41.58,-59.30,-175.81,1.11,1.00,4.61,42.61,0,2,-176.11,-161.28,done
77248,running,cruise,41.49,-59.31,-176.15,1.28,1.00,4.64,42.52,0,2,-176.45,-161.28,done
77326,running,cruise,41.39,-59.31,-176.53,1.36,1.00,4.67,42.43,0,2,-176.80,-163.37,done
77403,running,cruise,41.27,-59.32,-176.85,1.70,1.00,4.73,42.31,0,2,-177.14,-162.52,done
77482,running,cruise,41.13,-59.33,-177.20,1.91,1.00,4.81,42.18,0,2,-177.50,-162.58,done
77559,running,cruise,40.96,-59.34,-177.56,2.38,1.00,4.92,42.01,0,2,-177.86,-163.12,done
77636,running,cruise,40.79,-59.34,-177.92,2.21,1.00,5.05,41.84,0,2,-178.22,-163.12,done
77714,running,cruise,40.65,-59.35,-178.32,1.56,1.00,5.13,41.71,0,2,-178.60,-164.50,done
77791,running,cruise,40.50,-59.35,-178.69,2.46,1.00,5.23,41.56,0,2,-178.98,-164.43,done
77868,running,cruise,40.30,-59.36,-179.08,2.47,1.00,4.77,41.37,0,2,-179.37,-164.83,done
77947,running,cruise,40.12,-59.36,-179.40,2.34,1.00,3.59,41.20,0,2,-179.70,-164.83,done
78024,running,cruise,39.91,-59.36,-179.69,2.91,1.00,3.62,40.99,0,2,-179.96,-166.38,done
78101,running,cruise,39.73,-59.34,172.86,2.75,1.00,2.63,40.81,0,2,179.79,-166.92,done
78179,running,cruise,39.55,-59.32,172.68,2.18,1.00,2.55,40.63,0,2,179.60,-166.81,done
78257,running,cruise,39.37,-59.29,172.49,2.45,1.00,2.62,40.45,0,2,179.41,-166.81,done
78333,running,cruise,39.19,-59.27,172.32,2.40,1.00,2.70,40.27,0,2,179.22,-165.77,done
78412,running,cruise,39.02,-59.25,172.10,2.00,1.00,2.76,40.10,0,2,179.02,-166.84,done
78490,running,cruise,38.86,-59.22,171.87,2.16,1.00,2.83,39.94,0,2,178.81,-167.99,done
78568,running,cruise,38.69,-59.20,171.70,2.05,1.00,2.91,39.77,0,2,178.60,-166.12,done
78654,running,cruise,38.55,-59.18,171.47,1.41,1.00,2.97,39.62,0,2,178.36,-166.12,done
78733,running,cruise,38.44,-59.16,171.28,1.15,1.32,1.75,39.52,0,2,178.16,-166.02,done
78811,running,cruise,38.33,-59.15,171.19,1.71,1.64,1.55,39.41,0,2,178.04,-164.51,done
78892,running,cruise,38.21,-59.13,171.07,1.31,1.86,1.57,39.29,0,2,177.92,-164.81,done
78974,running,cruise,38.09,-59.11,170.90,1.90,1.83,1.58,39.16,0,2,177.80,-167.26,done
79056,running,cruise,37.95,-59.08,170.78,1.34,1.78,1.61,39.02,0,2,177.67,-167.26,done
79135,running,cruise,37.86,-59.07,170.68,1.26,1.75,1.62,38.93,0,2,177.55,-166.09,done
79212,running,cruise,37.73,-59.05,170.53,1.91,1.71,1.65,38.80,0,2,177.43,-167.62,done
79292,running,cruise,37.59,-59.03,170.35,1.37,1.67,1.66,38.66,0,2,177.31,-170.35,done
79370,running,cruise,37.50,-59.01,170.23,1.32,1.65,1.68,38.57,0,2,177.18,-170.35,done
79449,running,cruise,37.37,-58.99,170.14,1.85,1.58,1.71,38.44,0,2,177.05,-168.52,done
79529,running,cruise,37.23,-58.96,169.99,1.68,1.52,1.74,38.29,0,2,176.92,-169.53,done
79607,running,cruise,37.12,-58.94,169.90,1.37,1.47,1.77,38.18,0,2,176.79,-168.12,done
79687,running,cruise,37.01,-58.92,169.75,1.57,1.43,1.79,38.07,0,2,176.66,-168.72,done
79768,running,cruise,36.85,-58.89,169.61,2.07,1.34,1.83,37.91,0,2,176.52,-168.72,done
79845,running,cruise,36.74,-58.87,169.49,1.14,1.28,1.86,37.79,0,2,176.38,-167.99,done
79923,running,cruise,36.64,-58.86,169.34,1.23,1.40,1.41,37.70,0,2,176.25,-169.17,done
80000,running,cruise,36.55,-58.84,169.28,1.20,1.70,0.78,37.60,0,2,176.17,-168.39,done
80078,running,cruise,36.48,-58.83,169.22,0.58,2.01,0.78,37.54,0,2,176.11,-168.39,done
80156,running,cruise,36.43,-58.82,169.12,0.77,2.33,0.77,37.49,0,2,176.05,-170.71,done
80233,running,cruise,36.35,-58.80,169.12,1.23,2.63,0.78,37.40,0,2,176.00,-168.00,done
80311,running,cruise,36.26,-58.78,169.02,1.15,2.95,0.78,37.31,0,2,175.94,-170.02,done
80388,running,cruise,36.17,-58.76,168.96,1.39,3.25,0.79,37.21,0,2,175.88,-170.02,done
80466,running,cruise,36.05,-58.74,168.92,1.57,3.40,0.80,37.09,0,2,175.82,-169.27,done
80543,running,cruise,35.91,-58.71,168.86,2.15,3.37,0.81,36.95,0,2,175.76,-169.26,done
80621,running,cruise,35.75,-58.68,168.86,1.82,3.32,0.84,36.79,0,2,175.70,-166.49,done
80698,running,cruise,35.62,-58.66,168.72,1.89,3.32,0.84,36.66,0,2,175.64,-170.48,done
80775,running,cruise,35.47,-58.63,168.66,1.96,3.28,0.86,36.51,0,2,175.58,-170.48,done
80852,running,cruise,35.33,-58.60,168.54,1.65,3.27,0.87,36.37,0,2,175.51,-173.25,done
80930,running,cruise,35.19,-58.57,168.58,2.30,3.19,0.90,36.21,0,2,175.45,-167.85,done
81008,running,cruise,35.00,-58.53,168.53,2.51,3.13,0.94,36.02,0,2,175.38,-167.13,done
81085,running,cruise,34.81,-58.49,168.46,2.58,3.06,0.97,35.83,0,2,175.31,-167.13,done
81163,running,cruise,34.60,-58.45,168.39,2.84,3.29,0.21,35.62,0,2,175.26,-168.17,done
81240,running,cruise,34.39,-58.41,168.38,2.82,3.60,0.22,35.40,0,2,175.24,-167.72,done
81318,running,cruise,34.15,-58.36,168.38,3.54,3.91,0.23,35.16,0,2,175.22,-167.11,done
81395,running,cruise,33.87,-58.30,168.36,3.68,4.22,0.24,34.87,0,2,175.21,-167.11,done
81472,running,cruise,33.59,-58.24,168.35,3.69,4.48,0.26,34.59,0,2,175.19,-166.68,done
81550,running,cruise,33.28,-58.18,168.31,4.41,4.46,0.27,34.27,0,2,175.17,-167.65,done
81627,running,cruise,32.93,-58.11,168.29,4.67,4.42,0.29,33.92,0,2,175.15,-167.97,done
81704,running,cruise,32.58,-58.03,168.28,4.51,4.62,-0.18,33.56,0,2,175.14,-167.97,done
81782,running,cruise,32.23,-57.96,168.31,5.13,4.62,-0.19,33.20,0,2,175.15,-166.83,done
81859,running,cruise,31.79,-57.87,168.31,5.94,4.58,-0.21,32.75,0,2,175.17,-167.72,done
81937,running,cruise,31.38,-57.78,168.30,5.13,4.53,-0.23,32.33,0,2,175.18,-169.24,done
82015,running,cruise,30.97,-57.70,168.31,5.57,4.49,-0.25,31.92,0,2,175.20,-169.44,done
82092,running,cruise,30.53,-57.61,168.33,5.77,4.00,-0.50,31.47,0,2,175.23,-169.44,done
82169,running,cruise,30.10,-57.52,168.40,5.74,3.93,-0.54,31.03,0,2,175.27,-167.96,done
82247,running,cruise,29.65,-57.43,168.46,6.19,3.84,-0.58,30.56,0,2,175.31,-166.99,done
82370,running,cruise,28.94,-57.28,168.53,5.04,3.65,-0.67,29.85,0,2,175.38,-167.25,done
82448,running,cruise,28.59,-57.21,168.58,4.38,3.58,-0.71,29.49,0,2,175.43,-167.21,done
82526,running,cruise,28.26,-57.15,168.61,4.37,3.48,-0.76,29.15,0,2,175.49,-168.36,done
82603,running,cruise,27.94,-57.08,168.67,3.99,3.40,-0.80,28.83,0,2,175.54,-168.36,done
82681,running,cruise,27.66,-57.03,168.73,3.54,3.31,-0.84,28.53,0,2,175.60,-168.32,done
82759,running,cruise,27.39,-56.97,168.78,3.38,3.22,-0.89,28.26,0,2,175.67,-168.68,done
82836,running,cruise,27.15,-56.93,168.89,3.02,3.16,-0.92,28.02,0,2,175.74,-166.78,done
82914,running,cruise,26.90,-56.88,168.95,3.57,3.07,-0.96,27.77,0,2,175.81,-166.78,done
82992,running,cruise,26.62,-56.82,168.99,3.56,3.15,-0.83,27.48,0,2,175.88,-168.31,done
83069,running,cruise,26.38,-56.77,169.04,2.95,3.26,-0.87,27.24,0,2,175.94,-169.04,done
83147,running,cruise,26.16,-56.73,169.12,2.77,3.21,-0.90,27.02,0,2,176.00,-168.37,done
83224,running,cruise,25.95,-56.69,169.18,2.95,3.15,-0.93,26.80,0,2,176.07,-168.37,done
83301,running,cruise,25.73,-56.65,169.28,2.57,3.09,-0.96,26.57,0,2,176.14,-166.95,done
83379,running,cruise,25.57,-56.62,169.38,1.76,3.05,-0.97,26.41,0,2,176.21,-165.59,done
83457,running,cruise,25.43,-56.59,169.45,1.90,3.02,-0.99,26.27,0,2,176.29,-165.69,done
83534,running,cruise,25.28,-56.57,169.51,1.88,2.97,-1.02,26.12,0,2,176.36,-166.25,done
83611,running,cruise,25.13,-56.54,169.58,1.98,2.92,-1.04,25.97,0,2,176.44,-166.25,done
83689,running,cruise,25.00,-56.51,169.65,1.54,2.88,-1.06,25.83,0,2,176.51,-166.57,done
83766,running,cruise,24.87,-56.49,169.76,1.99,2.86,-1.07,25.70,0,2,176.59,-164.97,done
83844,running,cruise,24.73,-56.47,169.85,1.66,2.91,-0.79,25.56,0,2,176.67,-164.62,done
83922,running,cruise,24.64,-56.45,169.90,0.95,3.23,-0.80,25.47,0,2,176.73,-164.62,done
83999,running,cruise,24.56,-56.44,169.93,1.22,3.38,-0.81,25.39,0,2,176.79,-166.23,done
84077,running,cruise,24.47,-56.42,169.99,1.08,3.37,-0.82,25.29,0,2,176.85,-166.40,done
84154,running,cruise,24.41,-56.41,170.06,0.53,3.37,-0.81,25.24,0,2,176.91,-165.70,done
84231,running,cruise,24.37,-56.40,170.12,0.55,3.38,-0.81,25.20,0,2,176.97,-165.70,done
84309,running,cruise,24.34,-56.40,170.24,0.20,3.41,-0.80,25.17,0,2,177.03,-162.73,done
84386,running,cruise,24.34,-56.40,170.28,-0.07,3.42,-0.79,25.16,0,2,177.09,-163.59,done
84464,running,cruise,24.34,-56.40,170.30,-0.02,3.43,-0.78,25.17,0,2,177.15,-165.40,done
84542,running,cruise,24.34,-56.40,170.36,0.07,3.45,-0.78,25.16,0,2,177.21,-165.40,done
84619,running,cruise,24.34,-56.40,170.41,-0.09,3.47,-0.77,25.17,0,2,177.27,-165.76,done
84697,running,cruise,24.33,-56.40,170.47,0.33,3.48,-0.76,25.16,0,2,177.32,-165.54,done
84779,running,cruise,24.30,-56.39,170.52,0.28,3.49,-0.75,25.13,0,2,177.38,-165.82,done
84859,running,cruise,24.29,-56.39,170.57,0.17,3.51,-0.75,25.12,0,2,177.44,-166.17,done
84940,running,cruise,24.26,-56.38,170.63,0.61,3.51,-0.74,25.08,0,2,177.50,-166.17,done
85019,running,cruise,24.21,-56.38,170.67,0.43,3.52,-0.74,25.04,0,2,177.56,-166.57,done
85098,running,cruise,24.19,-56.37,170.75,0.36,3.53,-0.73,25.01,0,2,177.61,-165.58,done
85180,running,cruise,24.15,-56.36,170.79,0.59,3.54,-0.73,24.97,0,2,177.67,-166.12,done
85258,running,cruise,24.09,-56.36,170.85,0.82,3.54,-0.73,24.91,0,2,177.72,-166.18,done
85338,running,cruise,24.03,-56.35,170.90,0.92,3.53,-0.73,24.85,0,2,177.78,-166.18,done
85418,running,cruise,23.93,-56.33,171.01,1.34,3.54,-0.73,24.76,0,2,177.84,-163.54,done
85500,running,cruise,23.81,-56.31,171.08,1.64,3.53,-0.74,24.63,0,2,177.89,-162.83,done
85579,running,cruise,23.66,-56.29,171.11,2.00,3.49,-0.76,24.48,0,2,177.95,-164.29,done
85658,running,cruise,23.48,-56.26,171.15,2.53,3.44,-0.78,24.30,0,2,178.01,-164.68,done
85737,running,cruise,23.30,-56.23,171.26,1.99,3.41,-0.79,24.12,0,2,178.07,-162.54,done
85814,running,cruise,23.13,-56.21,171.30,2.68,3.37,-0.82,23.95,0,2,178.13,-163.05,done
85894,running,cruise,22.88,-56.17,171.32,3.45,3.27,-0.87,23.70,0,2,178.19,-165.38,done
85972,running,cruise,22.62,-56.13,171.37,3.09,3.49,-0.57,23.44,0,2,178.24,-165.31,done
86050,running,cruise,22.39,-56.09,171.42,3.01,3.80,-0.59,23.21,0,2,178.29,-165.31,done
86128,running,cruise,22.13,-56.05,171.49,3.88,3.77,-0.61,22.94,0,2,178.33,-163.65,done
86209,running,cruise,21.80,-56.00,171.54,4.19,3.69,-0.65,22.61,0,2,178.38,-163.85,done
86287,running,cruise,21.47,-55.96,171.59,4.36,3.61,-0.69,22.28,0,2,178.43,-163.53,done
86364,running,cruise,21.13,-55.91,171.64,4.31,3.52,-0.74,21.94,0,2,178.48,-163.53,done
86443,running,cruise,20.79,-55.86,171.69,4.50,3.53,-0.43,21.60,0,2,178.54,-164.04,done
86520,running,cruise,20.46,-55.81,171.74,4.30,3.84,-0.46,21.26,0,2,178.57,-163.28,done
86598,running,cruise,20.14,-55.76,171.79,4.13,4.04,-0.48,20.95,0,2,178.61,-162.28,done
86675,running,cruise,19.80,-55.71,171.85,4.54,3.99,-0.51,20.61,0,2,178.65,-160.90,done
86753,running,cruise,19.46,-55.66,171.89,4.49,3.91,-0.54,20.26,0,2,178.68,-160.90,done
86830,running,cruise,19.12,-55.62,171.94,4.35,3.84,-0.58,19.93,0,2,178.73,-160.44,done
86908,running,cruise,18.78,-55.57,171.98,4.52,4.06,-0.24,19.59,0,2,178.76,-160.10,done
86986,running,cruise,18.44,-55.52,171.96,4.14,4.37,-0.26,19.25,0,2,178.77,-161.84,done
87063,running,cruise,18.14,-55.48,171.98,3.92,4.44,-0.28,18.95,0,2,178.79,-161.84,done
87140,running,cruise,17.80,-55.43,172.01,4.96,4.41,-0.30,18.61,0,2,178.82,-161.50,done
87218,running,cruise,17.41,-55.38,172.06,5.05,4.37,-0.31,18.22,0,2,178.84,-159.85,done
87295,running,cruise,17.04,-55.32,172.01,4.67,4.53,-0.00,17.85,0,2,178.85,-163.34,done
87372,running,cruise,16.70,-55.28,172.01,4.26,4.84,-0.00,17.51,0,2,178.85,-163.34,done
87451,running,cruise,16.33,-55.22,172.05,5.35,4.99,0.01,17.15,0,2,178.85,-161.35,done
87528,running,cruise,15.90,-55.16,172.02,5.50,5.00,0.00,16.72,0,2,178.85,-162.69,done
87606,running,cruise,15.52,-55.11,172.08,4.88,4.86,0.20,16.34,0,2,178.85,-160.12,done
87683,running,cruise,15.05,-55.05,172.06,7.25,4.32,0.34,15.88,0,2,178.83,-160.12,done
87761,running,cruise,14.47,-54.96,171.99,7.25,4.25,0.38,15.30,0,2,178.81,-162.06,done
87838,running,cruise,13.96,-54.89,171.98,6.35,4.15,0.43,14.79,0,2,178.78,-161.07,done
87917,running,cruise,13.50,-54.83,171.90,5.92,3.55,0.72,14.34,0,2,178.73,-163.00,done
87994,running,cruise,13.00,-54.76,171.83,6.63,3.40,0.80,13.84,0,2,178.68,-164.02,done
88071,running,cruise,12.50,-54.68,171.77,6.00,3.22,0.89,13.35,0,2,178.62,-164.02,done
88149,running,cruise,12.14,-54.63,171.74,4.46,2.68,1.16,12.99,0,2,178.54,-161.77,done
88226,running,cruise,11.74,-54.57,171.67,5.57,2.49,1.25,12.60,0,2,178.46,-160.88,done
